,FIPS,2008_perc
1474,28155,79.5
1475,28157,75.2
1476,28159,80.1
1477,28161,79.9
1478,28163,77.1
1479,29001,84.3
1480,29003,84.7
1481,29005,81.4
1482,29007,84.3
1483,29009,83.5
1484,29011,83.6
1485,29013,81.9
1486,29015,81.2
1487,29017,79.5
1488,29019,87.2
1489,29021,86.0
1490,29023,83.6
1491,29025,82.4
1492,29027,85.5
1493,29029,82.9
1494,29031,85.4
1495,29033,82.7
1496,29035,76.9
1497,29037,87.1
1498,29039,81.9
1499,29041,82.8
1500,29043,84.2
1501,29045,79.7
1502,29047,88.0
1503,29049,84.7
1504,29051,87.4
1505,29053,83.7
1506,29055,80.8
1507,29057,81.4
1508,29059,82.3
1509,29061,79.7
1510,29063,80.7
1511,29065,82.1
1512,29067,82.3
1513,29069,82.4
1514,29071,86.2
1515,29073,83.5
1516,29075,80.9
1517,29077,84.8
1518,29079,82.2
1519,29081,82.1
1520,29083,83.4
1521,29085,77.7
1522,29087,81.8
1523,29089,82.9
1524,29091,82.5
1525,29093,80.1
1526,29095,84.6
1527,29097,80.8
1528,29099,87.6
1529,29101,85.2
1530,29103,79.5
1531,29105,82.9
1532,29107,84.9
1533,29109,81.3
1534,29111,83.3
1535,29113,84.1
1536,29115,86.0
1537,29117,83.9
1538,29119,79.1
1539,29121,83.3
1540,29123,80.9
1541,29125,81.3
1542,29127,85.6
1543,29129,80.7
1544,29131,80.6
1545,29133,81.5
1546,29135,82.7
1547,29137,83.5
1548,29139,82.1
1549,29141,78.6
1550,29143,84.1
1551,29145,82.8
1552,29147,86.1
1553,29149,81.9
1554,29151,85.1
1555,29153,79.3
1556,29155,85.2
1557,29157,85.0
1558,29159,83.0
1559,29161,82.3
1560,29163,82.2
1561,29165,90.0
1562,29167,82.5
1563,29169,85.1
1564,29171,81.3
1565,29173,85.6
1566,29175,85.8
1567,29177,85.0
1568,29179,79.3
1569,29181,81.6
1570,29183,90.2
1571,29185,80.7
1572,29186,85.0
1573,29187,84.2
1574,29189,90.2
1575,29195,83.1
1576,29197,78.0
1577,29199,78.6
1578,29201,83.9
1579,29203,79.4
1580,29205,81.7
1581,29207,81.4
1582,29209,80.6
1583,29211,80.2
1584,29213,81.4
1585,29215,82.0
1586,29217,82.1
1587,29219,84.5
1588,29221,81.7
1589,29223,82.1
1590,29225,81.1
1591,29227,76.8
1592,29229,81.2
1593,29510,83.0
1594,30001,77.2
1595,30003,72.6
1596,30005,71.1
1597,30007,77.6
1598,30009,79.0
1599,30011,71.1
1600,30013,80.4
1601,30015,74.0
1602,30017,81.4
1603,30019,76.8
1604,30021,79.5
1605,30023,79.0
1606,30025,76.2
1607,30027,78.7
1608,30029,78.7
1609,30031,81.6
1610,30033,71.9
1611,30035,71.6
1612,30037,69.5
1613,30039,72.3
1614,30041,76.8
1615,30043,83.6
1616,30045,72.6
1617,30047,74.1
1618,30049,83.3
1619,30051,73.6
1620,30053,76.4
1621,30055,76.8
1622,30057,75.9
1623,30059,68.2
1624,30061,75.6
1625,30063,81.4
1626,30065,75.6
1627,30067,78.1
1628,30069,68.0
1629,30071,70.4
1630,30073,71.7
1631,30075,70.5
1632,30077,75.6
1633,30079,74.2
1634,30081,77.6
1635,30083,79.7
1636,30085,74.5
1637,30087,78.1
1638,30089,72.1
1639,30091,76.1
1640,30093,81.5
1641,30095,83.9
1642,30097,80.1
1643,30099,74.1
1644,30101,74.3
1645,30103,69.7
1646,30105,75.0
1647,30107,65.1
1648,30109,70.1
1649,30111,83.1
1650,31001,86.3
1651,31003,85.3
1652,31005,80.0
1653,31007,81.5
1654,31009,87.7
1655,31011,86.6
1656,31013,87.2
1657,31015,81.4
1658,31017,83.7
1659,31019,87.6
1660,31021,84.8
1661,31023,86.9
1662,31025,89.8
1663,31027,84.8
1664,31029,84.7
1665,31031,84.3
1666,31033,87.6
1667,31035,85.1
1668,31037,80.2
1669,31039,82.2
1670,31041,87.7
1671,31043,83.1
1672,31045,83.0
1673,31047,81.7
1674,31049,83.3
1675,31051,85.9
1676,31053,87.1
1677,31055,88.7
1678,31057,80.9
1679,31059,86.3
1680,31061,85.0
1681,31063,83.1
1682,31065,84.1
1683,31067,87.9
1684,31069,90.5
1685,31071,78.5
1686,31073,82.5
1687,31075,80.1
1688,31077,82.9
1689,31079,84.2
1690,31081,88.1
1691,31083,83.1
1692,31085,82.3
1693,31087,83.6
1694,31089,85.4
1695,31091,80.7
1696,31093,86.8
1697,31095,86.1
1698,31097,81.8
1699,31099,87.0
1700,31101,85.7
1701,31103,82.8
1702,31105,86.4
1703,31107,83.2
1704,31109,89.5
1705,31111,88.3
1706,31113,80.4
1707,31115,84.8
1708,31117,83.5
1709,31119,86.3
1710,31121,85.6
1711,31123,83.7
1712,31125,83.6
1713,31127,87.2
1714,31129,86.0
1715,31131,88.3
1716,31133,84.8
1717,31135,84.3
1718,31137,87.3
1719,31139,84.4
1720,31141,87.7
1721,31143,85.7
1722,31145,86.9
1723,31147,84.1
1724,31149,79.1
1725,31151,87.2
1726,31153,90.6
1727,31155,88.2
1728,31157,84.6
1729,31159,89.5
1730,31161,81.2
1731,31163,84.4
1732,31165,81.2
1733,31167,86.4
1734,31169,86.5
1735,31171,83.9
1736,31173,80.2
1737,31175,85.8
1738,31177,90.7
1739,31179,86.4
1740,31181,83.6
1741,31183,85.0
1742,31185,88.2
1743,32001,75.3
1744,32003,76.6
1745,32005,81.4
1746,32007,77.1
1747,32009,66.5
1748,32011,75.7
1749,32013,75.6
1750,32015,77.8
1751,32017,68.9
1752,32019,76.0
1753,32021,75.2
1754,32023,75.0
1755,32027,72.0
1756,32029,78.0
1757,32031,77.5
1758,32033,75.8
1759,32510,74.9
1760,33001,86.2
1761,33003,84.1
1762,33005,86.5
1763,33007,84.4
1764,33009,86.9
1765,33011,88.3
1766,33013,88.3
1767,33015,89.5
1768,33017,87.6
1769,33019,85.3
1770,34001,85.0
1771,34003,87.3
1772,34005,89.7
1773,34007,86.5
1774,34009,85.9
1775,34011,83.2
1776,34013,82.9
1777,34015,89.5
1778,34017,79.6
1779,34019,92.5
1780,34021,87.6
1781,34023,87.1
1782,34025,88.9
1783,34027,91.8
1784,34029,87.0
1785,34031,80.3
1786,34033,87.1
1787,34035,91.7
1788,34037,89.3
1789,34039,82.1
1790,34041,88.4
1791,35001,79.8
1792,35003,70.2
1793,35005,73.7
1794,35006,75.4
1795,35007,77.7
1796,35009,76.2
1797,35011,67.4
1798,35013,71.9
1799,35015,77.6
1800,35017,78.7
1801,35019,70.6
1802,35021,69.2
1803,35023,70.2
1804,35025,74.5
1805,35027,73.5
1806,35028,94.7
1807,35029,69.0
1808,35031,67.0
1809,35033,72.9
1810,35035,72.8
1811,35037,74.7
1812,35039,74.0
1813,35041,74.9
1814,35043,81.6
1815,35045,70.2
1816,35047,78.1
1817,35049,74.9
1818,35051,75.5
1819,35053,72.9
1820,35055,72.2
1821,35057,75.7
1822,35059,73.3
1823,35061,76.6
1824,36001,90.5
1825,36003,88.3
1826,36005,82.4
1827,36007,88.1
1828,36009,87.9
1829,36011,86.0
1830,36013,88.0
1831,36015,88.9
1832,36017,87.2
1833,36019,87.2
1834,36021,86.8
1835,36023,88.1
1836,36025,87.4
1837,36027,88.5
1838,36029,90.9
1839,36031,85.6
1840,36033,84.2
1841,36035,88.1
1842,36037,88.9
1843,36039,84.7
1844,36041,81.4
1845,36043,87.5
1846,36045,87.1
1847,36047,85.1
1848,36049,87.3
1849,36051,88.5
1850,36053,87.6
1851,36055,91.5
1852,36057,87.7
1853,36059,89.9
1854,36061,88.5
1855,36063,88.5
1856,36065,88.0
1857,36067,89.1
1858,36069,90.6
1859,36071,87.0
1860,36073,86.3
1861,36075,89.1
1862,36077,88.9
1863,36079,90.1
1864,36081,80.6
1865,36083,89.3
1866,36085,89.3
1867,36087,88.6
1868,36089,87.3
1869,36091,90.4
1870,36093,88.7
1871,36095,88.1
1872,36097,86.3
1873,36099,86.5
1874,36101,88.3
1875,36103,88.6
1876,36105,83.9
1877,36107,89.9
1878,36109,89.4
1879,36111,86.4
1880,36113,87.6
1881,36115,85.8
1882,36117,89.1
1883,36119,88.2
1884,36121,87.2
1885,36123,85.4
1886,37001,81.2
1887,37003,81.6
1888,37005,77.0
1889,37007,81.9
1890,37009,78.8
1891,37011,76.5
1892,37013,81.8
1893,37015,81.9
1894,37017,81.9
1895,37019,77.0
1896,37021,82.4
1897,37023,80.8
1898,37025,83.3
1899,37027,80.7
1900,37029,81.4
1901,37031,80.7
1902,37033,81.9
1903,37035,81.6
1904,37037,80.7
1905,37039,79.4
1906,37041,82.4
1907,37043,78.5
1908,37045,82.4
1909,37047,81.0
1910,37049,84.8
1911,37051,85.7
1912,37053,82.2
1913,37055,81.9
1914,37057,81.6
1915,37059,83.2
1916,37061,76.1
1917,37063,84.4
1918,37065,83.2
1919,37067,83.9
1920,37069,80.4
1921,37071,82.3
1922,37073,80.1
1923,37075,77.2
1924,37077,82.4
1925,37079,76.2
1926,37081,84.1
1927,37083,82.4
1928,37085,79.3
1929,37087,80.7
1930,37089,80.2
1931,37091,83.5
1932,37093,78.1
1933,37095,77.9
1934,37097,82.9
1935,37099,80.0
1936,37101,80.2
1937,37103,78.2
1938,37105,79.5
1939,37107,81.3
1940,37109,79.5
1941,37111,81.8
1942,37113,77.8
1943,37115,80.9
1944,37117,82.1
1945,37119,83.9
1946,37121,79.9
1947,37123,77.2
1948,37125,82.1
1949,37127,83.3
1950,37129,84.0
1951,37131,83.7
1952,37133,85.2
1953,37135,86.0
1954,37137,80.0
1955,37139,82.3
1956,37141,78.4
1957,37143,80.4
1958,37145,83.4
1959,37147,82.6
1960,37149,80.2
1961,37151,79.6
1962,37153,81.2
1963,37155,76.2
1964,37157,81.9
1965,37159,81.6
1966,37161,82.3
1967,37163,76.8
1968,37165,82.9
1969,37167,81.7
1970,37169,82.9
1971,37171,80.1
1972,37173,77.9
1973,37175,81.7
1974,37177,70.5
1975,37179,83.5
1976,37181,81.8
1977,37183,86.4
1978,37185,79.1
1979,37187,83.4
1980,37189,80.4
1981,37191,82.5
1982,37193,80.9
1983,37195,81.2
1984,37197,80.9
1985,37199,77.6
1986,38001,86.3
1987,38003,88.9
1988,38005,82.9
1989,38007,80.7
1990,38009,84.5
1991,38011,86.0
1992,38013,85.3
1993,38015,90.6
1994,38017,90.5
1995,38019,85.9
1996,38021,87.3
1997,38023,83.9
1998,38025,83.5
1999,38027,83.6
2000,38029,85.4
2001,38031,86.7
2002,38033,82.1
2003,38035,88.6
2004,38037,82.2
2005,38039,84.4
2006,38041,83.9
2007,38043,84.1
2008,38045,83.5
2009,38047,78.4
2010,38049,86.0
2011,38051,84.9
2012,38053,83.5
2013,38055,87.2
2014,38057,89.7
2015,38059,87.4
2016,38061,80.2
2017,38063,84.7
2018,38065,88.5
2019,38067,85.6
2020,38069,85.4
2021,38071,87.1
2022,38073,86.2
2023,38075,86.2
2024,38077,88.9
2025,38079,83.1
2026,38081,89.5
2027,38083,82.4
2028,38085,84.4
2029,38087,86.1
2030,38089,88.5
2031,38091,84.7
2032,38093,89.2
2033,38095,84.0
2034,38097,87.8
2035,38099,87.3
2036,38101,89.5
2037,38103,85.2
2038,38105,86.3
2039,39001,83.7
2040,39003,86.1
2041,39005,85.4
2042,39007,85.6
2043,39009,84.7
2044,39011,88.7
2045,39013,85.1
2046,39015,84.6
2047,39017,88.2
2048,39019,85.2
2049,39021,87.7
2050,39023,86.7
2051,39025,86.7
2052,39027,88.5
2053,39029,85.1
2054,39031,85.5
2055,39033,84.8
2056,39035,86.7
2057,39037,85.6
2058,39039,87.9
2059,39041,92.5
2060,39043,87.7
2061,39045,87.8
2062,39047,85.6
2063,39049,86.5
2064,39051,88.3
2065,39053,85.8
2066,39055,87.8
2067,39057,89.6
2068,39059,85.2
2069,39061,87.0
2070,39063,88.7
2071,39065,85.9
2072,39067,85.7
2073,39069,86.3
2074,39071,85.0
2075,39073,85.2
2076,39075,74.3
2077,39077,85.7
2078,39079,86.1
2079,39081,86.5
2080,39083,86.8
2081,39085,88.4
2082,39087,84.4
2083,39089,87.7
2084,39091,87.8
2085,39093,86.6
2086,39095,86.8
2087,39097,87.2
2088,39099,86.8
2089,39101,86.8
2090,39103,90.4
2091,39105,83.1
2092,39107,88.0
2093,39109,87.3
2094,39111,85.3
2095,39113,86.8
2096,39115,84.5
2097,39117,84.0
2098,39119,85.8
2099,39121,83.4
2100,39123,86.7
2101,39125,85.8
2102,39127,85.7
2103,39129,86.5
2104,39131,84.9
2105,39133,87.5
2106,39135,86.8
2107,39137,87.8
2108,39139,85.9
2109,39141,86.1
2110,39143,87.4
2111,39145,86.0
2112,39147,86.9
2113,39149,89.0
2114,39151,86.6
2115,39153,87.4
2116,39155,86.2
2117,39157,84.3
2118,39159,89.9
2119,39161,87.0
2120,39163,84.0
2121,39165,90.0
2122,39167,86.6
2123,39169,83.7
2124,39171,86.6
2125,39173,89.9
2126,39175,86.3
2127,40001,74.6
2128,40003,73.0
2129,40005,73.1
2130,40007,72.7
2131,40009,76.9
2132,40011,72.8
2133,40013,75.2
2134,40015,73.5
2135,40017,82.8
2136,40019,78.4
2137,40021,72.1
2138,40023,77.1
2139,40025,67.1
2140,40027,82.3
2141,40029,71.1
2142,40031,80.1
2143,40033,76.5
2144,40035,78.1
2145,40037,78.0
2146,40039,76.0
2147,40041,74.6
2148,40043,73.1
2149,40045,75.9
2150,40047,80.0
2151,40049,76.9
2152,40051,77.6
2153,40053,73.7
2154,40055,76.0
2155,40057,68.2
2156,40059,74.8
2157,40061,75.1
2158,40063,76.0
2159,40065,79.6
2160,40067,70.6
2161,40069,76.3
2162,40071,77.5
2163,40073,76.5
2164,40075,76.7
2165,40077,74.7
2166,40079,73.8
2167,40081,77.5
2168,40083,79.6
2169,40085,76.6
2170,40087,76.4
2171,40089,75.9
2172,40091,72.9
2173,40093,76.8
2174,40095,73.8
2175,40097,75.4
2176,40099,76.0
2177,40101,76.9
2178,40103,81.0
2179,40105,75.5
2180,40107,74.5
2181,40109,78.4
2182,40111,76.5
2183,40113,76.7
2184,40115,76.2
2185,40117,75.6
2186,40119,79.5
2187,40121,77.3
2188,40123,77.1
2189,40125,77.5
2190,40127,74.6
2191,40129,72.7
2192,40131,82.1
2193,40133,77.8
2194,40135,75.5
2195,40137,78.6
2196,40139,72.1
2197,40141,73.8
2198,40143,80.5
2199,40145,80.8
2200,40147,80.3
2201,40149,75.5
2202,40151,77.8
2203,40153,78.5
2204,41001,79.3
2205,41003,85.3
2206,41005,85.3
2207,41007,79.0
2208,41009,84.4
2209,41011,80.7
2210,41013,78.6
2211,41015,77.3
2212,41017,80.8
2213,41019,81.6
2214,41021,82.7
2215,41023,78.6
2216,41025,77.5
2217,41027,75.2
2218,41029,79.6
2219,41031,74.4
2220,41033,79.9
2221,41035,78.9
2222,41037,76.9
2223,41039,81.4
2224,41041,79.3
2225,41043,80.8
2226,41045,75.4
2227,41047,77.9
2228,41049,76.0
2229,41051,83.2
2230,41053,83.0
2231,41055,75.1
2232,41057,78.3
2233,41059,78.9
2234,41061,80.1
2235,41063,78.7
2236,41065,77.4
2237,41067,85.4
2238,41069,71.5
2239,41071,80.9
2240,42001,88.4
2241,42003,90.9
2242,42005,87.8
2243,42007,90.3
2244,42009,87.2
2245,42011,89.6
2246,42013,89.7
2247,42015,88.4
2248,42017,92.4
2249,42019,91.3
2250,42021,88.9
2251,42023,87.5
2252,42025,88.4
2253,42027,89.4
2254,42029,92.1
2255,42031,87.3
2256,42033,87.4
2257,42035,88.5
2258,42037,88.7
2259,42039,86.8
2260,42041,90.7
2261,42043,89.8
2262,42045,90.9
2263,42047,90.1
2264,42049,89.0
2265,42051,87.9
2266,42053,86.6
2267,42055,87.2
2268,42057,87.1
2269,42059,89.1
2270,42061,87.2
2271,42063,88.0
2272,42065,87.9
2273,42067,86.4
2274,42069,89.8
2275,42071,86.8
2276,42073,87.9
2277,42075,88.4
2278,42077,88.4
2279,42079,89.6
2280,42081,89.3
2281,42083,89.7
2282,42085,89.3
2283,42087,87.1
2284,42089,87.8
2285,42091,92.7
2286,42093,92.1
2287,42095,90.2
2288,42097,87.9
2289,42099,87.1
2290,42101,86.2
2291,42103,87.6
2292,42105,88.7
2293,42107,89.3
2294,42109,87.6
2295,42111,86.7
2296,42113,84.4
2297,42115,87.3
2298,42117,87.3
2299,42119,86.3
2300,42121,89.1
2301,42123,90.0
2302,42125,89.3
2303,42127,86.8
2304,42129,90.1
2305,42131,89.0
2306,42133,89.7
2307,44001,91.2
2308,44003,91.6
2309,44005,91.4
2310,44007,85.8
2311,44009,92.1
2312,45001,81.2
2313,45003,81.9
2314,45005,77.9
2315,45007,80.5
2316,45009,79.4
2317,45011,80.2
2318,45013,80.7
2319,45015,79.8
2320,45017,80.9
2321,45019,81.5
2322,45021,79.7
2323,45023,81.8
2324,45025,79.7
2325,45027,78.3
2326,45029,79.7
2327,45031,80.5
2328,45033,79.8
2329,45035,81.5
2330,45037,79.6
2331,45039,81.1
2332,45041,81.2
2333,45043,77.3
2334,45045,81.4
2335,45047,81.4
2336,45049,78.6
2337,45051,76.4
2338,45053,71.9
2339,45055,81.3
2340,45057,79.3
2341,45059,81.0
2342,45061,78.0
2343,45063,83.6
2344,45065,79.4
2345,45067,79.7
2346,45069,80.3
2347,45071,78.2
2348,45073,80.0
2349,45075,80.3
2350,45077,80.1
2351,45079,83.8
2352,45081,76.3
2353,45083,79.2
2354,45085,81.7
2355,45087,82.2
2356,45089,78.8
2357,45091,82.0
2358,46003,83.6
2359,46005,87.0
2360,46007,77.8
2361,46009,85.0
2362,46011,89.5
2363,46013,89.4
2364,46015,81.3
2365,46017,81.6
2366,46019,82.7
2367,46021,84.2
2368,46023,81.9
2369,46025,82.3
2370,46027,87.3
2371,46029,88.6
2372,46031,80.0
2373,46033,83.4
2374,46035,87.4
2375,46037,83.3
2376,46039,86.6
2377,46041,78.5
2378,46043,81.7
2379,46045,85.2
2380,46047,84.9
2381,46049,81.6
2382,46051,87.0
2383,46053,79.5
2384,46055,84.5
2385,46057,85.3
2386,46059,84.5
2387,46061,82.4
2388,46063,82.7
2389,46065,88.0
2390,46067,85.3
2391,46069,86.0
2392,46071,81.9
2393,46073,87.0
2394,46075,79.0
2395,46077,86.3
2396,46079,88.1
2397,46081,86.6
2398,46083,91.2
2399,46085,77.9
2400,46087,86.1
2401,46089,79.6
2402,46091,80.5
2403,46093,87.5
2404,46095,81.1
2405,46097,85.6
2406,46099,89.8
2407,46101,85.8
2408,46103,86.8
2409,46105,83.6
2410,46107,85.5
2411,46109,81.7
2412,46111,84.7
2413,46113,85.4
2414,46115,85.5
2415,46117,83.5
2416,46119,82.2
2417,46121,85.4
2418,46123,81.4
2419,46125,87.6
2420,46127,91.9
2421,46129,83.1
2422,46135,89.4
2423,46137,79.4
2424,47001,87.2
2425,47003,80.0
2426,47005,82.7
2427,47007,81.9
2428,47009,86.3
2429,47011,84.3
2430,47013,83.8
2431,47015,82.7
2432,47017,84.2
2433,47019,82.7
2434,47021,85.7
2435,47023,83.7
2436,47025,84.7
2437,47027,81.1
2438,47029,82.4
2439,47031,84.0
2440,47033,80.1
2441,47035,83.0
2442,47037,84.8
2443,47039,82.4
2444,47041,82.3
2445,47043,85.0
2446,47045,85.1
2447,47047,85.1
2448,47049,83.3
2449,47051,85.4
2450,47053,85.6
2451,47055,85.1
2452,47057,82.9
2453,47059,84.4
2454,47061,81.1
2455,47063,81.8
2456,47065,85.4
2457,47067,84.0
2458,47069,84.3
2459,47071,83.8
2460,47073,84.5
2461,47075,84.3
2462,47077,84.9
2463,47079,83.9
2464,47081,81.2
2465,47083,82.1
2466,47085,84.4
2467,47087,83.2
2468,47089,83.6
2469,47091,82.9
2470,47093,87.9
2471,47095,80.3
2472,47097,85.0
2473,47099,82.8
2474,47101,82.3
2475,47103,84.8
2476,47105,85.5
2477,47107,84.6
2478,47109,83.2
2479,47111,80.4
2480,47113,86.4
2481,47115,83.1
2482,47117,85.4
2483,47119,85.5
2484,47121,84.8
2485,47123,83.0
2486,47125,87.0
2487,47127,84.2
2488,47129,83.1
2489,47131,85.3
2490,47133,83.0
2491,47135,83.3
2492,47137,79.4
2493,47139,82.1
2494,47141,83.3
2495,47143,84.6
2496,47145,85.4
2497,47147,84.0
2498,47149,87.0
2499,47151,84.0
2500,47153,83.0
2501,47155,80.1
2502,47157,85.2
2503,47159,84.5
2504,47161,83.6
2505,47163,86.2
2506,47165,86.4
2507,47167,85.1
2508,47169,80.8
2509,47171,85.0
2510,47173,81.1
2511,47175,82.3
2512,47177,81.6
2513,47179,85.8
2514,47181,81.7
2515,47183,85.1
2516,47185,83.1
2517,47187,91.7
2518,47189,87.6
2519,48001,75.9
2520,48003,72.3
2521,48005,74.8
2522,48007,68.4
2523,48009,76.1
2524,48011,73.0
2525,48013,72.1
2526,48015,75.4
2527,48017,63.7
2528,48019,73.2
2529,48021,75.4
2530,48023,73.7
2531,48025,73.7
2532,48027,82.2
2533,48029,76.4
2534,48031,72.6
2535,48033,76.3
2536,48035,74.7
2537,48037,78.9
2538,48039,77.7
2539,48041,79.3
2540,48043,69.0
2541,48045,61.6
2542,48047,73.2
2543,48049,76.4
2544,48051,74.5
2545,48053,71.7
2546,48055,72.9
2547,48057,74.4
2548,48059,74.7
2549,48061,64.1
2550,48063,73.8
2551,48065,85.0
2552,48067,77.3
2553,48069,65.5
2554,48071,79.1
2555,48073,71.5
2556,48075,67.8
2557,48077,76.3
2558,48079,66.3
2559,48081,70.4
2560,48083,70.8
2561,48085,83.3
2562,48087,64.3
2563,48089,72.6
2564,48091,79.8
2565,48093,70.0
2566,48095,66.5
2567,48097,74.3
2568,48099,79.0
2569,48101,63.8
2570,48103,69.8
2571,48105,64.3
2572,48107,68.1
2573,48109,57.7
2574,48111,62.3
2575,48113,68.8
2576,48115,70.5
2577,48117,67.4
2578,48119,75.1
2579,48121,82.8
2580,48123,74.5
2581,48125,69.3
2582,48127,70.4
2583,48129,65.6
2584,48131,75.8
2585,48133,73.8
2586,48135,70.5
2587,48137,60.5
2588,48139,76.8
2589,48141,67.1
2590,48143,73.1
2591,48145,73.1
2592,48147,74.1
2593,48149,74.3
2594,48151,72.2
2595,48153,67.3
2596,48155,62.8
2597,48157,80.1
2598,48159,80.0
2599,48161,76.5
2600,48163,71.3
2601,48165,64.1
2602,48167,78.8
2603,48169,68.2
2604,48171,72.0
2605,48173,67.2
2606,48175,73.8
2607,48177,69.2
2608,48179,73.9
2609,48181,76.2
2610,48183,75.9
2611,48185,72.5
2612,48187,77.5
2613,48189,72.5
2614,48191,60.5
2615,48193,70.8
2616,48195,64.6
2617,48197,70.5
2618,48199,80.2
2619,48201,71.8
2620,48203,77.4
2621,48205,74.4
2622,48207,67.7
2623,48209,77.2
2624,48211,72.7
2625,48213,73.9
2626,48215,61.1
2627,48217,70.0
2628,48219,72.6
2629,48221,77.5
2630,48223,73.2
2631,48225,72.3
2632,48227,76.1
2633,48229,55.5
2634,48231,76.7
2635,48233,76.2
2636,48235,73.6
2637,48237,73.9
2638,48239,75.1
2639,48241,76.5
2640,48243,61.5
2641,48245,77.2
2642,48247,71.8
2643,48249,74.9
2644,48251,74.8
2645,48253,72.8
2646,48255,71.1
2647,48257,74.2
2648,48259,80.2
2649,48261,54.6
2650,48263,68.6
2651,48265,73.6
2652,48267,64.0
2653,48269,74.0
2654,48271,68.4
2655,48273,73.4
2656,48275,69.5
2657,48277,77.5
2658,48279,71.5
2659,48281,73.4
2660,48283,69.1
2661,48285,77.1
2662,48287,73.4
2663,48289,75.5
2664,48291,72.5
2665,48293,73.9
2666,48295,69.9
2667,48297,72.4
2668,48299,77.1
2669,48301,73.8
2670,48303,78.7
2671,48305,68.0
2672,48307,69.9
2673,48309,76.1
2674,48311,70.8
2675,48313,72.0
2676,48315,75.5
2677,48317,69.7
2678,48319,66.0
2679,48321,72.8
2680,48323,64.4
2681,48325,73.2
2682,48327,61.8
2683,48329,76.2
2684,48331,76.0
2685,48333,70.6
2686,48335,70.3
2687,48337,73.5
2688,48339,79.1
2689,48341,69.0
2690,48343,77.6
2691,48345,66.6
2692,48347,74.9
2693,48349,71.7
2694,48351,75.2
2695,48353,75.2
2696,48355,75.2
2697,48357,66.4
2698,48359,73.2
2699,48361,79.7
2700,48363,71.8
2701,48365,76.6
2702,48367,78.6
2703,48369,66.8
2704,48371,67.2
2705,48373,72.9
2706,48375,73.2
2707,48377,56.9
2708,48379,70.7
2709,48381,81.1
2710,48383,64.5
2711,48385,65.4
2712,48387,74.8
2713,48389,67.1
2714,48391,72.0
2715,48393,80.5
2716,48395,75.7
2717,48397,81.4
2718,48399,72.4
2719,48401,75.6
2720,48403,74.8
2721,48405,75.0
2722,48407,71.3
2723,48409,77.2
2724,48411,66.0
2725,48413,63.7
2726,48415,75.0
2727,48417,71.2
2728,48419,72.8
2729,48421,62.1
2730,48423,76.3
2731,48425,75.3
2732,48427,65.0
2733,48429,68.1
2734,48431,69.4
2735,48433,68.9
2736,48435,67.5
2737,48437,68.7
2738,48439,77.4
2739,48441,78.1
2740,48443,62.3
2741,48445,70.0
2742,48447,66.1
2743,48449,69.9
2744,48451,76.6
2745,48453,78.0
2746,48455,74.0
2747,48457,74.4
2748,48459,73.9
2749,48461,68.8
2750,48463,68.5
2751,48465,68.4
2752,48467,73.6
2753,48469,76.8
2754,48471,73.3
2755,48473,71.8
2756,48475,75.1
2757,48477,77.6
2758,48479,63.6
2759,48481,72.9
2760,48483,69.4
2761,48485,78.6
2762,48487,75.3
2763,48489,67.4
2764,48491,82.9
2765,48493,77.9
2766,48495,68.6
2767,48497,74.6
2768,48499,72.1
2769,48501,67.3
2770,48503,72.7
2771,48505,64.6
2772,48507,70.9
2773,49001,78.4
2774,49003,85.9
2775,49005,84.1
2776,49007,86.1
2777,49009,75.5
2778,49011,88.2
2779,49013,79.4
2780,49015,83.8
2781,49017,80.4
2782,49019,74.7
2783,49021,80.5
2784,49023,80.7
2785,49025,80.3
2786,49027,82.8
2787,49029,84.6
2788,49031,77.8
2789,49033,77.6
2790,49035,83.4
2791,49037,73.9
2792,49039,80.6
2793,49041,82.7
2794,49043,86.4
2795,49045,84.5
2796,49047,79.0
2797,49049,84.0
2798,49051,81.5
2799,49053,79.3
2800,49055,80.7
2801,49057,83.4
2802,50001,89.3
2803,50003,89.4
2804,50005,87.8
2805,50007,91.7
2806,50009,85.3
2807,50011,90.2
2808,50013,85.7
2809,50015,88.1
2810,50017,88.0
2811,50019,87.5
2812,50021,89.2
2813,50023,90.8
2814,50025,88.8
2815,50027,89.4
2816,51001,79.2
2817,51003,87.9
2818,51005,86.4
2819,51007,80.9
2820,51009,83.7
2821,51011,83.4
2822,51013,89.9
2823,51015,86.7
2824,51017,81.2
2825,51019,86.4
2826,51021,84.6
2827,51023,88.0
2828,51025,82.2
2829,51027,84.6
2830,51029,80.0
2831,51031,84.3
2832,51033,82.8
2833,51035,82.3
2834,51036,78.8
2835,51037,80.8
2836,51041,89.2
2837,51043,86.7
2838,51045,80.6
2839,51047,83.6
2840,51049,79.5
2841,51051,84.6
2842,51053,84.7
2843,51057,83.1
2844,51059,88.9
2845,51061,86.8
2846,51063,81.2
2847,51065,84.6
2848,51067,84.0
2849,51069,86.0
2850,51071,85.5
2851,51073,84.7
2852,51075,90.3
2853,51077,83.6
2854,51079,83.7
2855,51081,84.2
2856,51083,83.8
2857,51085,90.3
2858,51087,88.3
2859,51089,82.2
2860,51091,73.7
2861,51093,86.7
2862,51095,89.3
2863,51097,80.5
2864,51099,88.3
2865,51101,86.0
2866,51103,81.7
2867,51105,84.2
2868,51107,91.3
2869,51109,84.7
2870,51111,82.2
2871,51113,82.6
