,state,county,politics,color
947,Wyoming,Weston,"[['GOP', 86.4, 2888], ['Dem', 10.1, 336], ['WYC', 3.6, 119]]",republican
948,Nebraska,Grant,"[['GOP', 83.5, 299], ['Dem', 16.5, 59]]",republican
949,Nebraska,Kearney,"[['GOP', 74.2, 2333], ['Dem', 25.8, 810]]",republican
950,Nebraska,Douglas,"[['Dem', 51.1, 107150], ['GOP', 48.9, 102373]]",democrat
951,Nebraska,Deuel,"[['GOP', 75.0, 762], ['Dem', 25.0, 254]]",republican
952,Nebraska,Wayne,"[['GOP', 67.6, 2484], ['Dem', 32.4, 1193]]",republican
953,Nebraska,Hayes,"[['GOP', 83.6, 443], ['Dem', 16.4, 87]]",republican
954,Nebraska,Otoe,"[['GOP', 58.7, 4043], ['Dem', 41.3, 2848]]",republican
955,Nebraska,Box Butte,"[['GOP', 60.6, 2765], ['Dem', 39.4, 1794]]",republican
956,Nebraska,Dawes,"[['GOP', 65.1, 2366], ['Dem', 34.9, 1266]]",republican
957,Nebraska,Banner,"[['GOP', 84.7, 343], ['Dem', 15.3, 62]]",republican
958,Nebraska,Knox,"[['GOP', 71.6, 2875], ['Dem', 28.4, 1141]]",republican
959,Nebraska,Platte,"[['GOP', 73.3, 9705], ['Dem', 26.7, 3541]]",republican
960,Nebraska,Hamilton,"[['GOP', 72.4, 3486], ['Dem', 27.6, 1327]]",republican
961,Nebraska,Adams,"[['GOP', 64.8, 8090], ['Dem', 35.2, 4396]]",republican
962,Nebraska,Kimball,"[['GOP', 73.6, 1224], ['Dem', 26.4, 440]]",republican
963,Nebraska,Lancaster,"[['Dem', 53.5, 65834], ['GOP', 46.5, 57138]]",democrat
964,Nebraska,Scotts Bluff,"[['GOP', 65.1, 9084], ['Dem', 34.9, 4871]]",republican
965,Nebraska,Logan,"[['GOP', 82.4, 357], ['Dem', 17.6, 76]]",republican
966,Nebraska,Dundy,"[['GOP', 78.3, 767], ['Dem', 21.7, 212]]",republican
967,Nebraska,Boone,"[['GOP', 76.3, 2137], ['Dem', 23.7, 664]]",republican
968,Nebraska,Pierce,"[['GOP', 79.6, 2716], ['Dem', 20.4, 698]]",republican
969,Nebraska,Dodge,"[['GOP', 59.5, 8769], ['Dem', 40.5, 5969]]",republican
970,Nebraska,Dawson,"[['GOP', 69.6, 5328], ['Dem', 30.4, 2331]]",republican
971,Nebraska,Nuckolls,"[['GOP', 70.1, 1517], ['Dem', 29.9, 647]]",republican
972,Nebraska,Sheridan,"[['GOP', 80.2, 1976], ['Dem', 19.8, 487]]",republican
973,Nebraska,Saline,"[['Dem', 51.5, 2475], ['GOP', 48.5, 2334]]",democrat
974,Nebraska,Richardson,"[['GOP', 62.1, 2284], ['Dem', 37.9, 1393]]",republican
975,Nebraska,Phelps,"[['GOP', 77.0, 3342], ['Dem', 23.0, 999]]",republican
976,Nebraska,Clay,"[['GOP', 74.4, 2171], ['Dem', 25.6, 747]]",republican
977,Nebraska,Franklin,"[['GOP', 72.6, 1104], ['Dem', 27.4, 417]]",republican
978,Nebraska,Colfax,"[['GOP', 65.4, 1986], ['Dem', 34.6, 1053]]",republican
979,Nebraska,Cuming,"[['GOP', 73.2, 2873], ['Dem', 26.8, 1054]]",republican
980,Nebraska,Johnson,"[['GOP', 55.7, 1145], ['Dem', 44.3, 910]]",republican
981,Nebraska,Red Willow,"[['GOP', 75.4, 3663], ['Dem', 24.6, 1197]]",republican
982,Nebraska,Nemaha,"[['GOP', 59.4, 1867], ['Dem', 40.6, 1277]]",republican
983,Nebraska,Fillmore,"[['GOP', 67.2, 1886], ['Dem', 32.8, 920]]",republican
984,Nebraska,Brown,"[['GOP', 86.9, 1339], ['Dem', 13.1, 202]]",republican
985,Nebraska,Webster,"[['GOP', 69.8, 1201], ['Dem', 30.2, 519]]",republican
986,Nebraska,Cass,"[['GOP', 59.3, 7057], ['Dem', 40.7, 4840]]",republican
987,Nebraska,Thomas,"[['GOP', 85.2, 352], ['Dem', 14.8, 61]]",republican
988,Nebraska,McPherson,"[['GOP', 86.3, 253], ['Dem', 13.7, 40]]",republican
989,Nebraska,Antelope,"[['GOP', 81.3, 2615], ['Dem', 18.7, 600]]",republican
990,Nebraska,Saunders,"[['GOP', 63.8, 6507], ['Dem', 36.2, 3697]]",republican
991,Nebraska,Greeley,"[['GOP', 69.6, 827], ['Dem', 30.4, 361]]",republican
992,Nebraska,Sherman,"[['GOP', 63.0, 950], ['Dem', 37.0, 557]]",republican
993,Nebraska,Keith,"[['GOP', 73.8, 2977], ['Dem', 26.2, 1056]]",republican
994,Nebraska,Garden,"[['GOP', 75.8, 819], ['Dem', 24.2, 262]]",republican
995,Nebraska,Keya Paha,"[['GOP', 84.6, 406], ['Dem', 15.4, 74]]",republican
996,Nebraska,Lincoln,"[['GOP', 66.2, 10122], ['Dem', 33.8, 5170]]",republican
997,Nebraska,Wheeler,"[['GOP', 79.8, 359], ['Dem', 20.2, 91]]",republican
998,Nebraska,Arthur,"[['GOP', 86.7, 229], ['Dem', 13.3, 35]]",republican
999,Nebraska,Holt,"[['GOP', 79.2, 3770], ['Dem', 20.8, 993]]",republican
1000,Nebraska,Dixon,"[['GOP', 61.1, 1681], ['Dem', 38.9, 1069]]",republican
1001,Nebraska,Harlan,"[['GOP', 76.4, 1199], ['Dem', 23.6, 370]]",republican
1002,Nebraska,Thayer,"[['GOP', 65.7, 1725], ['Dem', 34.3, 902]]",republican
1003,Nebraska,Hall,"[['GOP', 61.5, 12129], ['Dem', 38.5, 7590]]",republican
1004,Nebraska,Dakota,"[['Dem', 54.1, 3212], ['GOP', 45.9, 2727]]",democrat
1005,Nebraska,Boyd,"[['GOP', 80.3, 833], ['Dem', 19.7, 205]]",republican
1006,Nebraska,Chase,"[['GOP', 83.6, 1535], ['Dem', 16.4, 301]]",republican
1007,Nebraska,Buffalo,"[['GOP', 70.1, 13319], ['Dem', 29.9, 5671]]",republican
1008,Nebraska,Howard,"[['GOP', 67.7, 1940], ['Dem', 32.3, 926]]",republican
1009,Nebraska,Gage,"[['GOP', 53.7, 5127], ['Dem', 46.3, 4417]]",republican
1010,Nebraska,Gosper,"[['GOP', 75.4, 737], ['Dem', 24.6, 241]]",republican
1011,Nebraska,Hooker,"[['GOP', 82.8, 333], ['Dem', 17.2, 69]]",republican
1012,Nebraska,Thurston,"[['Dem', 60.6, 1221], ['GOP', 39.4, 795]]",democrat
1013,Nebraska,Pawnee,"[['GOP', 64.2, 858], ['Dem', 35.8, 479]]",republican
1014,Nebraska,Butler,"[['GOP', 69.1, 2633], ['Dem', 30.9, 1178]]",republican
1015,Nebraska,Loup,"[['GOP', 78.7, 281], ['Dem', 21.3, 76]]",republican
1016,Nebraska,Garfield,"[['GOP', 82.1, 768], ['Dem', 17.9, 167]]",republican
1017,Nebraska,Blaine,"[['GOP', 89.2, 265], ['Dem', 10.8, 32]]",republican
1018,Nebraska,Hitchcock,"[['GOP', 75.1, 1299], ['Dem', 24.9, 430]]",republican
1019,Nebraska,Frontier,"[['GOP', 77.1, 1006], ['Dem', 22.9, 299]]",republican
1020,Nebraska,York,"[['GOP', 74.9, 4668], ['Dem', 25.1, 1568]]",republican
1021,Nebraska,Burt,"[['GOP', 59.7, 1967], ['Dem', 40.3, 1330]]",republican
1022,Nebraska,Custer,"[['GOP', 81.0, 4400], ['Dem', 19.0, 1034]]",republican
1023,Nebraska,Cherry,"[['GOP', 77.9, 2328], ['Dem', 22.1, 660]]",republican
1024,Nebraska,Sioux,"[['GOP', 82.7, 604], ['Dem', 17.3, 126]]",republican
1025,Nebraska,Perkins,"[['GOP', 78.7, 1090], ['Dem', 21.3, 295]]",republican
1026,Nebraska,Furnas,"[['GOP', 77.4, 1716], ['Dem', 22.6, 500]]",republican
1027,Nebraska,Cheyenne,"[['GOP', 72.8, 3047], ['Dem', 27.2, 1138]]",republican
1028,Nebraska,Valley,"[['GOP', 72.9, 1585], ['Dem', 27.1, 590]]",republican
1029,Nebraska,Merrick,"[['GOP', 71.4, 2477], ['Dem', 28.6, 992]]",republican
1030,Nebraska,Washington,"[['GOP', 65.5, 6618], ['Dem', 34.5, 3482]]",republican
1031,Nebraska,Seward,"[['GOP', 63.2, 4716], ['Dem', 36.8, 2742]]",republican
1032,Nebraska,Cedar,"[['GOP', 70.2, 2999], ['Dem', 29.8, 1273]]",republican
1033,Nebraska,Rock,"[['GOP', 86.8, 680], ['Dem', 13.2, 103]]",republican
1034,Nebraska,Jefferson,"[['GOP', 60.2, 2047], ['Dem', 39.8, 1353]]",republican
1035,Nebraska,Stanton,"[['GOP', 75.2, 1977], ['Dem', 24.8, 652]]",republican
1036,Nebraska,Morrill,"[['GOP', 76.3, 1656], ['Dem', 23.7, 513]]",republican
1037,Nebraska,Sarpy,"[['GOP', 57.7, 37947], ['Dem', 42.3, 27805]]",republican
1038,Nebraska,Polk,"[['GOP', 74.6, 1815], ['Dem', 25.4, 618]]",republican
1039,Nebraska,Madison,"[['GOP', 73.3, 9913], ['Dem', 26.7, 3609]]",republican
1040,Nebraska,Nance,"[['GOP', 66.5, 1061], ['Dem', 33.5, 535]]",republican
1041,Massachusetts,Suffolk,"[['Dem', 72.6, 204411], ['GOP', 27.4, 77062]]",democrat
1042,Massachusetts,Essex,"[['GOP', 50.5, 183308], ['Dem', 49.5, 179470]]",republican
1043,Massachusetts,Worcester,"[['GOP', 54.3, 197764], ['Dem', 45.7, 166172]]",republican
1044,Massachusetts,Barnstable,"[['GOP', 52.5, 69327], ['Dem', 47.5, 62840]]",republican
1045,Massachusetts,Nantucket,"[['Dem', 56.4, 3433], ['GOP', 43.6, 2651]]",democrat
1046,Massachusetts,Dukes,"[['Dem', 67.7, 7364], ['GOP', 32.3, 3511]]",democrat
1047,Massachusetts,Hampshire,"[['Dem', 65.6, 52736], ['GOP', 34.4, 27656]]",democrat
1048,Massachusetts,Plymouth,"[['GOP', 56.4, 142737], ['Dem', 43.6, 110532]]",republican
1049,Massachusetts,Berkshire,"[['Dem', 70.7, 45027], ['GOP', 29.3, 18620]]",democrat
1050,Massachusetts,Hampden,"[['Dem', 54.4, 107473], ['GOP', 45.6, 90252]]",democrat
1051,Massachusetts,Franklin,"[['Dem', 66.7, 25066], ['GOP', 33.3, 12487]]",democrat
1052,Massachusetts,Bristol,"[['Dem', 52.4, 125106], ['GOP', 47.6, 113685]]",democrat
1053,Massachusetts,Norfolk,"[['GOP', 51.1, 180451], ['Dem', 48.9, 172861]]",republican
1054,Massachusetts,Middlesex,"[['Dem', 55.8, 415917], ['GOP', 44.2, 329669]]",democrat
1055,Connecticut,Hartford,"[['Dem', 58.9, 221319], ['GOP', 39.4, 148133], ['Lib', 1.6, 6048]]",democrat
1056,Connecticut,Litchfield,"[['GOP', 54.5, 48430], ['Dem', 43.9, 39007], ['Lib', 1.5, 1346]]",republican
1057,Connecticut,Tolland,"[['Dem', 52.6, 36035], ['GOP', 45.1, 30889], ['Lib', 2.4, 1623]]",democrat
1058,Connecticut,New London,"[['Dem', 55.4, 60214], ['GOP', 42.1, 45814], ['Lib', 2.5, 2665]]",democrat
1059,Connecticut,New Haven,"[['Dem', 57.6, 195135], ['GOP', 40.8, 138038], ['Lib', 1.6, 5440]]",democrat
1060,Connecticut,Fairfield,"[['Dem', 53.2, 199442], ['GOP', 45.5, 170478], ['Lib', 1.3, 4896]]",democrat
1061,Connecticut,Windham,"[['Dem', 49.5, 21411], ['GOP', 48.0, 20773], ['Lib', 2.5, 1080]]",democrat
1062,Connecticut,Middlesex,"[['Dem', 53.4, 42514], ['GOP', 44.3, 35302], ['Lib', 2.2, 1785]]",democrat
1063,New Jersey,Burlington,"[['Dem', 59.3, 110912], ['GOP', 39.9, 74665], ['Ind', 0.3, 536], ['Ind', 0.2, 308], ['Ind', 0.1, 158], ['Ind', 0.1, 155], ['Ind', 0.1, 99], ['Ind', 0.0, 77], ['Ind', 0.0, 67], ['Ind', 0.0, 65], ['Ind', 0.0, 47]]",democrat
1064,New Jersey,Morris,"[['GOP', 54.9, 104147], ['Dem', 44.1, 83708], ['Ind', 0.3, 629], ['Ind', 0.2, 390], ['Ind', 0.2, 352], ['Ind', 0.1, 225], ['Ind', 0.1, 121], ['Ind', 0.1, 116], ['Ind', 0.1, 104], ['Ind', 0.0, 39], ['Ind', 0.0, 25]]",republican
1065,New Jersey,Atlantic,"[['Dem', 58.3, 55631], ['GOP', 40.1, 38284], ['Ind', 0.5, 496], ['Ind', 0.3, 280], ['Ind', 0.2, 233], ['Ind', 0.2, 158], ['Ind', 0.1, 114], ['Ind', 0.1, 81], ['Ind', 0.1, 63], ['Ind', 0.1, 63], ['Ind', 0.1, 52]]",democrat
1066,New Jersey,Sussex,"[['GOP', 58.2, 35099], ['Dem', 37.5, 22618], ['Ind', 1.7, 996], ['Ind', 1.0, 592], ['Ind', 0.8, 468], ['Ind', 0.3, 199], ['Ind', 0.2, 105], ['Ind', 0.1, 75], ['Ind', 0.1, 66], ['Ind', 0.1, 47], ['Ind', 0.1, 33]]",republican
1067,New Jersey,Warren,"[['GOP', 56.3, 23096], ['Dem', 41.8, 17115], ['Ind', 0.5, 212], ['Ind', 0.4, 169], ['Ind', 0.4, 147], ['Ind', 0.2, 64], ['Ind', 0.1, 56], ['Ind', 0.1, 53], ['Ind', 0.1, 39], ['Ind', 0.1, 22], ['Ind', 0.0, 19]]",republican
1068,New Jersey,Union,"[['Dem', 66.6, 120551], ['GOP', 31.7, 57404], ['Ind', 0.4, 802], ['Ind', 0.4, 800], ['Ind', 0.2, 440], ['Ind', 0.2, 308], ['Ind', 0.2, 279], ['Ind', 0.1, 154], ['Ind', 0.1, 92], ['Ind', 0.0, 75], ['Ind', 0.0, 29]]",democrat
1069,New Jersey,Hunterdon,"[['GOP', 58.0, 34393], ['Dem', 39.1, 23152], ['Ind', 0.9, 563], ['Ind', 0.6, 357], ['Ind', 0.6, 344], ['Ind', 0.3, 150], ['Ind', 0.2, 146], ['Ind', 0.2, 94], ['Ind', 0.1, 40], ['Ind', 0.0, 20], ['Ind', 0.0, 18]]",republican
1070,New Jersey,Hudson,"[['Dem', 79.1, 123733], ['GOP', 18.9, 29521], ['Ind', 0.8, 1230], ['Ind', 0.6, 871], ['Ind', 0.1, 215], ['Ind', 0.1, 184], ['Ind', 0.1, 137], ['Ind', 0.1, 126], ['Ind', 0.1, 125], ['Ind', 0.1, 122], ['Ind', 0.1, 93]]",democrat
1071,New Jersey,Cumberland,"[['Dem', 63.1, 27547], ['GOP', 34.8, 15181], ['Ind', 0.6, 242], ['Ind', 0.5, 228], ['Ind', 0.3, 146], ['Ind', 0.2, 91], ['Ind', 0.2, 81], ['Ind', 0.2, 68], ['Ind', 0.1, 35], ['Ind', 0.1, 30], ['Ind', 0.0, 15]]",democrat
1072,New Jersey,Ocean,"[['GOP', 56.2, 125361], ['Dem', 42.1, 93949], ['Ind', 0.6, 1329], ['Ind', 0.3, 765], ['Ind', 0.3, 741], ['Ind', 0.3, 605], ['Ind', 0.0, 101], ['Ind', 0.0, 96], ['Ind', 0.0, 88], ['Ind', 0.0, 87], ['Ind', 0.0, 32]]",republican
1073,New Jersey,Camden,"[['Dem', 69.1, 133329], ['GOP', 29.7, 57249], ['Ind', 0.6, 1100], ['Ind', 0.3, 502], ['Ind', 0.1, 226], ['Ind', 0.1, 188], ['Ind', 0.1, 156], ['Ind', 0.0, 67], ['Ind', 0.0, 63], ['Ind', 0.0, 53], ['Ind', 0.0, 33]]",democrat
1074,New Jersey,Monmouth,"[['GOP', 53.9, 137278], ['Dem', 44.5, 113513], ['Ind', 0.5, 1169], ['Ind', 0.3, 731], ['Ind', 0.3, 709], ['Ind', 0.2, 602], ['Ind', 0.1, 216], ['Ind', 0.1, 193], ['Ind', 0.1, 171], ['Ind', 0.1, 129], ['Ind', 0.0, 125]]",republican
1075,New Jersey,Cape May,"[['GOP', 51.9, 22013], ['Dem', 46.3, 19634], ['Ind', 0.5, 225], ['Ind', 0.5, 192], ['Ind', 0.3, 109], ['Ind', 0.2, 96], ['Ind', 0.2, 66], ['Ind', 0.1, 53], ['Ind', 0.1, 24], ['Ind', 0.0, 19], ['Ind', 0.0, 10]]",republican
1076,New Jersey,Bergen,"[['Dem', 57.0, 182546], ['GOP', 41.4, 132668], ['Ind', 0.8, 2505], ['Ind', 0.3, 1080], ['Ind', 0.2, 513], ['Ind', 0.1, 344], ['Ind', 0.1, 249], ['Ind', 0.0, 146], ['Ind', 0.0, 142], ['Ind', 0.0, 132], ['Ind', 0.0, 74]]",democrat
1077,New Jersey,Essex,"[['Dem', 78.3, 195940], ['GOP', 20.1, 50399], ['Ind', 0.5, 1187], ['Ind', 0.4, 937], ['Ind', 0.3, 712], ['Ind', 0.1, 363], ['Ind', 0.1, 190], ['Ind', 0.1, 170], ['Ind', 0.1, 145], ['Ind', 0.0, 91], ['Ind', 0.0, 60]]",democrat
1078,New Jersey,Somerset,"[['Dem', 51.4, 66129], ['GOP', 46.8, 60208], ['Ind', 0.7, 935], ['Ind', 0.3, 403], ['Ind', 0.3, 339], ['Ind', 0.1, 179], ['Ind', 0.1, 169], ['Ind', 0.1, 155], ['Ind', 0.1, 119], ['Ind', 0.0, 44], ['Ind', 0.0, 29]]",democrat
1079,New Jersey,Passaic,"[['Dem', 64.3, 93851], ['GOP', 34.0, 49618], ['Ind', 0.7, 992], ['Ind', 0.4, 535], ['Ind', 0.2, 246], ['Ind', 0.1, 148], ['Ind', 0.1, 133], ['Ind', 0.1, 129], ['Ind', 0.1, 97], ['Ind', 0.1, 95], ['Ind', 0.0, 44]]",democrat
1080,New Jersey,Middlesex,"[['Dem', 63.1, 168293], ['GOP', 35.1, 93616], ['Ind', 0.5, 1398], ['Ind', 0.5, 1293], ['Ind', 0.3, 846], ['Ind', 0.1, 391], ['Ind', 0.1, 372], ['Ind', 0.1, 225], ['Ind', 0.1, 188], ['Ind', 0.0, 101], ['Ind', 0.0, 64]]",democrat
1081,New Jersey,Salem,"[['Dem', 52.3, 14804], ['GOP', 44.0, 12448], ['Ind', 0.9, 256], ['Ind', 0.7, 200], ['Ind', 0.6, 177], ['Ind', 0.4, 105], ['Ind', 0.3, 97], ['Ind', 0.2, 70], ['Ind', 0.2, 54], ['Ind', 0.1, 42], ['Ind', 0.1, 34]]",democrat
1082,New Jersey,Mercer,"[['Dem', 67.4, 88225], ['GOP', 30.5, 39927], ['Ind', 0.6, 837], ['Ind', 0.5, 639], ['Ind', 0.3, 457], ['Ind', 0.1, 184], ['Ind', 0.1, 165], ['Ind', 0.1, 141], ['Ind', 0.1, 90], ['Ind', 0.1, 86], ['Ind', 0.0, 51]]",democrat
1083,New Jersey,Gloucester,"[['Dem', 57.0, 73237], ['GOP', 40.6, 52159], ['Ind', 1.1, 1450], ['Ind', 0.9, 1212], ['Ind', 0.1, 139], ['Ind', 0.1, 139], ['Ind', 0.0, 41], ['Ind', 0.0, 41], ['Ind', 0.0, 27], ['Ind', 0.0, 21], ['Ind', 0.0, 9]]",democrat
1084,Missouri,Oregon,"[['GOP', 47.6, 2095], ['Dem', 46.5, 2048], ['Lib', 5.9, 261]]",republican
1085,Missouri,Christian,"[['GOP', 54.4, 20375], ['Dem', 38.2, 14309], ['Lib', 7.4, 2773]]",republican
1086,Missouri,Carter,"[['GOP', 50.5, 1400], ['Dem', 43.7, 1211], ['Lib', 5.8, 160]]",republican
1087,Missouri,Henry,"[['Dem', 51.0, 5116], ['GOP', 40.6, 4067], ['Lib', 8.4, 844]]",democrat
1088,Missouri,Douglas,"[['GOP', 53.6, 3498], ['Dem', 38.0, 2485], ['Lib', 8.4, 548]]",republican
1089,Missouri,St. Francois,"[['Dem', 52.4, 11750], ['GOP', 40.8, 9142], ['Lib', 6.9, 1540]]",democrat
1090,Missouri,Montgomery,"[['GOP', 48.5, 2552], ['Dem', 44.2, 2323], ['Lib', 7.3, 383]]",republican
1091,Missouri,Grundy,"[['Dem', 46.8, 2032], ['GOP', 44.0, 1912], ['Lib', 9.2, 399]]",democrat
1092,Missouri,Pemiscot,"[['Dem', 56.9, 3497], ['GOP', 40.5, 2486], ['Lib', 2.6, 160]]",democrat
1093,Missouri,Hickory,"[['Dem', 49.4, 2291], ['GOP', 42.7, 1982], ['Lib', 7.9, 369]]",democrat
1094,Missouri,Knox,"[['Dem', 49.7, 965], ['GOP', 46.6, 905], ['Lib', 3.7, 72]]",democrat
1095,Missouri,Stoddard,"[['GOP', 53.0, 6757], ['Dem', 41.8, 5328], ['Lib', 5.2, 668]]",republican
1096,Missouri,Monroe,"[['GOP', 47.9, 1917], ['Dem', 47.2, 1888], ['Lib', 4.9, 198]]",republican
1097,Missouri,Audrain,"[['Dem', 47.2, 4640], ['GOP', 45.0, 4420], ['Lib', 7.8, 764]]",democrat
1098,Missouri,Ste. Genevieve,"[['Dem', 59.8, 4758], ['GOP', 34.4, 2735], ['Lib', 5.8, 463]]",democrat
1099,Missouri,Callaway,"[['GOP', 48.0, 8661], ['Dem', 44.2, 7967], ['Lib', 7.8, 1399]]",republican
1100,Missouri,Vernon,"[['GOP', 49.2, 4169], ['Dem', 45.0, 3810], ['Lib', 5.8, 492]]",republican
1101,Missouri,Dade,"[['GOP', 55.2, 2128], ['Dem', 38.2, 1472], ['Lib', 6.6, 256]]",republican
1102,Missouri,Dallas,"[['GOP', 48.8, 3514], ['Dem', 42.7, 3072], ['Lib', 8.5, 610]]",republican
1103,Missouri,Osage,"[['GOP', 58.5, 3986], ['Dem', 34.6, 2359], ['Lib', 6.9, 468]]",republican
1104,Missouri,Boone,"[['Dem', 59.4, 46252], ['GOP', 32.6, 25400], ['Lib', 8.0, 6205]]",democrat
1105,Missouri,Pike,"[['Dem', 47.3, 3447], ['GOP', 46.4, 3381], ['Lib', 6.4, 466]]",democrat
1106,Missouri,Wayne,"[['Dem', 47.5, 2696], ['GOP', 47.5, 2692], ['Lib', 5.0, 282]]",democrat
1107,Missouri,Camden,"[['GOP', 50.2, 10881], ['Dem', 42.5, 9224], ['Lib', 7.3, 1578]]",republican
1108,Missouri,Ray,"[['Dem', 52.9, 5426], ['GOP', 38.5, 3954], ['Lib', 8.6, 886]]",democrat
1109,Missouri,Saline,"[['Dem', 57.1, 5138], ['GOP', 34.6, 3113], ['Lib', 8.3, 748]]",democrat
1110,Missouri,Franklin,"[['Dem', 47.2, 21746], ['GOP', 46.0, 21194], ['Lib', 6.9, 3163]]",democrat
1111,Missouri,Randolph,"[['GOP', 48.2, 4750], ['Dem', 43.5, 4286], ['Lib', 8.4, 827]]",republican
1112,Missouri,Miller,"[['GOP', 56.0, 6084], ['Dem', 36.0, 3912], ['Lib', 8.0, 865]]",republican
1113,Missouri,Gentry,"[['Dem', 49.3, 1463], ['GOP', 41.6, 1235], ['Lib', 9.1, 271]]",democrat
1114,Missouri,Perry,"[['GOP', 51.2, 4012], ['Dem', 43.8, 3439], ['Lib', 5.0, 392]]",republican
1115,Missouri,Sullivan,"[['Dem', 50.3, 1309], ['GOP', 43.4, 1128], ['Lib', 6.3, 163]]",democrat
1116,Missouri,Phelps,"[['GOP', 47.8, 8579], ['Dem', 45.3, 8133], ['Lib', 7.0, 1250]]",republican
1117,Missouri,Clay,"[['Dem', 55.3, 57572], ['GOP', 36.4, 37934], ['Lib', 8.3, 8622]]",democrat
1118,Missouri,Nodaway,"[['Dem', 52.3, 4656], ['GOP', 39.8, 3543], ['Lib', 7.8, 698]]",democrat
1119,Missouri,Atchison,"[['GOP', 50.3, 1340], ['Dem', 43.4, 1155], ['Lib', 6.3, 169]]",republican
1120,Missouri,Mississippi,"[['Dem', 53.7, 2616], ['GOP', 43.1, 2098], ['Lib', 3.1, 153]]",democrat
1121,Missouri,Ozark,"[['GOP', 50.0, 2202], ['Dem', 42.4, 1866], ['Lib', 7.7, 338]]",republican
1122,Missouri,Laclede,"[['GOP', 50.8, 7721], ['Dem', 41.2, 6272], ['Lib', 8.0, 1219]]",republican
1123,Missouri,Polk,"[['GOP', 52.4, 6789], ['Dem', 40.4, 5226], ['Lib', 7.2, 933]]",republican
1124,Missouri,Schuyler,"[['Dem', 51.8, 985], ['GOP', 41.7, 793], ['Lib', 6.6, 125]]",democrat
1125,Missouri,St. Charles,"[['Dem', 49.1, 89993], ['GOP', 44.9, 82278], ['Lib', 6.0, 10924]]",democrat
1126,Missouri,Johnson,"[['Dem', 49.1, 10189], ['GOP', 41.5, 8602], ['Lib', 9.4, 1958]]",democrat
1127,Missouri,Pettis,"[['Dem', 48.7, 8244], ['GOP', 42.5, 7194], ['Lib', 8.9, 1500]]",democrat
1128,Missouri,Buchanan,"[['Dem', 58.7, 20437], ['GOP', 34.2, 11913], ['Lib', 7.0, 2446]]",democrat
1129,Missouri,Crawford,"[['GOP', 48.9, 4654], ['Dem', 44.6, 4240], ['Lib', 6.5, 623]]",republican
1130,Missouri,Howell,"[['GOP', 51.4, 8339], ['Dem', 41.2, 6688], ['Lib', 7.5, 1210]]",republican
1131,Missouri,Cape Girardeau,"[['GOP', 53.7, 18894], ['Dem', 40.8, 14376], ['Lib', 5.5, 1936]]",republican
1132,Missouri,Bates,"[['Dem', 48.3, 3716], ['GOP', 43.5, 3345], ['Lib', 8.3, 637]]",democrat
1133,Missouri,Cass,"[['Dem', 46.8, 22626], ['GOP', 44.6, 21557], ['Lib', 8.6, 4179]]",democrat
1134,Missouri,Wright,"[['GOP', 55.9, 4402], ['Dem', 36.6, 2881], ['Lib', 7.5, 590]]",republican
1135,Missouri,Scott,"[['GOP', 50.5, 8514], ['Dem', 45.3, 7627], ['Lib', 4.2, 709]]",republican
1136,Missouri,Lafayette,"[['Dem', 49.3, 7693], ['GOP', 42.7, 6661], ['Lib', 8.1, 1260]]",democrat
1137,Missouri,Shannon,"[['Dem', 52.3, 1934], ['GOP', 41.4, 1534], ['Lib', 6.3, 233]]",democrat
1138,Missouri,Moniteau,"[['GOP', 54.8, 3483], ['Dem', 37.7, 2393], ['Lib', 7.5, 479]]",republican
1139,Missouri,Scotland,"[['Dem', 49.1, 941], ['GOP', 47.0, 900], ['Lib', 3.9, 74]]",democrat
1140,Missouri,Bollinger,"[['GOP', 56.0, 3035], ['Dem', 38.7, 2098], ['Lib', 5.4, 291]]",republican
1141,Missouri,DeKalb,"[['GOP', 46.5, 2015], ['Dem', 45.0, 1950], ['Lib', 8.4, 364]]",republican
1142,Missouri,Gasconade,"[['GOP', 51.3, 3603], ['Dem', 41.7, 2927], ['Lib', 7.0, 493]]",republican
1143,Missouri,Cooper,"[['GOP', 47.1, 3494], ['Dem', 44.9, 3335], ['Lib', 8.0, 591]]",republican
1144,Missouri,Macon,"[['GOP', 48.7, 3443], ['Dem', 46.1, 3256], ['Lib', 5.2, 366]]",republican
1145,Missouri,Webster,"[['GOP', 50.6, 7737], ['Dem', 41.6, 6361], ['Lib', 7.8, 1198]]",republican
1146,Missouri,Chariton,"[['Dem', 49.1, 1856], ['GOP', 44.7, 1690], ['Lib', 6.2, 234]]",democrat
1147,Missouri,Lincoln,"[['GOP', 48.1, 10858], ['Dem', 45.3, 10224], ['Lib', 6.6, 1479]]",republican
1148,Missouri,Lawrence,"[['GOP', 54.6, 8510], ['Dem', 37.4, 5826], ['Lib', 8.0, 1250]]",republican
1149,Missouri,St. Louis City,"[['Dem', 86.3, 120878], ['GOP', 10.8, 15159], ['Lib', 2.9, 4018]]",democrat
1150,Missouri,Morgan,"[['GOP', 48.6, 4190], ['Dem', 43.8, 3773], ['Lib', 7.5, 650]]",republican
1151,Missouri,Texas,"[['GOP', 49.9, 5340], ['Dem', 42.5, 4544], ['Lib', 7.6, 816]]",republican
1152,Missouri,Dent,"[['GOP', 53.2, 3499], ['Dem', 38.9, 2558], ['Lib', 7.9, 518]]",republican
