,state,county,politics,color
446,Texas,El Paso,"[['Dem', 61.0, 101467], ['GOP', 35.6, 59237], ['Lib', 2.0, 3377], ['Grn', 1.3, 2167]]",democrat
447,Texas,Haskell,"[['GOP', 64.2, 1240], ['Dem', 32.6, 629], ['Lib', 2.1, 40], ['Grn', 1.1, 21]]",republican
448,Texas,Jim Hogg,"[['Dem', 71.4, 1139], ['GOP', 27.1, 433], ['Lib', 0.8, 13], ['Grn', 0.7, 11]]",democrat
449,Texas,Culberson,"[['Dem', 50.3, 353], ['GOP', 44.4, 312], ['Lib', 3.4, 24], ['Grn', 1.9, 13]]",democrat
450,Texas,Dawson,"[['GOP', 71.3, 2509], ['Dem', 26.6, 938], ['Lib', 1.4, 49], ['Grn', 0.7, 25]]",republican
451,Texas,Floyd,"[['GOP', 71.8, 1468], ['Dem', 26.7, 545], ['Lib', 1.3, 26], ['Grn', 0.2, 5]]",republican
452,Texas,Reagan,"[['GOP', 82.7, 666], ['Dem', 14.8, 119], ['Lib', 1.4, 11], ['Grn', 1.1, 9]]",republican
453,Texas,Coke,"[['GOP', 82.5, 1143], ['Dem', 14.7, 204], ['Lib', 1.9, 27], ['Grn', 0.8, 11]]",republican
454,Texas,Frio,"[['Dem', 55.2, 2083], ['GOP', 42.0, 1583], ['Lib', 1.5, 55], ['Grn', 1.4, 51]]",democrat
455,Texas,Gregg,"[['GOP', 66.3, 27196], ['Dem', 32.3, 13244], ['Lib', 1.0, 423], ['Grn', 0.4, 169]]",republican
456,Texas,Jones,"[['GOP', 73.5, 3979], ['Dem', 23.8, 1285], ['Lib', 1.8, 98], ['Grn', 0.9, 48]]",republican
457,Texas,Armstrong,"[['GOP', 85.5, 785], ['Dem', 11.9, 109], ['Lib', 1.7, 16], ['Grn', 0.9, 8]]",republican
458,Texas,Aransas,"[['GOP', 70.0, 6639], ['Dem', 27.3, 2591], ['Lib', 1.8, 168], ['Grn', 0.9, 85]]",republican
459,Texas,Milam,"[['GOP', 63.1, 5059], ['Dem', 34.4, 2756], ['Lib', 1.8, 144], ['Grn', 0.7, 59]]",republican
460,Texas,Tarrant,"[['GOP', 56.7, 342165], ['Dem', 40.4, 243659], ['Lib', 2.1, 12576], ['Grn', 0.8, 4713]]",republican
461,Texas,Hamilton,"[['GOP', 78.0, 2714], ['Dem', 20.0, 697], ['Lib', 1.6, 55], ['Grn', 0.4, 15]]",republican
462,Texas,Yoakum,"[['GOP', 79.8, 1653], ['Dem', 18.2, 376], ['Lib', 1.4, 30], ['Grn', 0.6, 12]]",republican
463,Texas,Calhoun,"[['GOP', 58.9, 3809], ['Dem', 37.9, 2447], ['Lib', 2.3, 150], ['Grn', 0.9, 58]]",republican
464,Texas,Andrews,"[['GOP', 79.7, 3492], ['Dem', 17.3, 757], ['Lib', 2.1, 92], ['Grn', 1.0, 42]]",republican
465,Texas,Mason,"[['GOP', 74.9, 1445], ['Dem', 22.5, 434], ['Lib', 2.0, 39], ['Grn', 0.6, 12]]",republican
466,Texas,Lee,"[['GOP', 66.3, 3935], ['Dem', 30.8, 1828], ['Lib', 2.1, 122], ['Grn', 0.8, 46]]",republican
467,Texas,Cameron,"[['Dem', 57.9, 41930], ['GOP', 38.5, 27881], ['Lib', 2.3, 1646], ['Grn', 1.4, 995]]",democrat
468,Texas,Medina,"[['GOP', 68.0, 10703], ['Dem', 29.2, 4586], ['Lib', 2.0, 315], ['Grn', 0.8, 126]]",republican
469,Texas,Hudspeth,"[['GOP', 58.5, 458], ['Dem', 36.7, 287], ['Lib', 4.0, 31], ['Grn', 0.9, 7]]",republican
470,Texas,Jim Wells,"[['Dem', 55.1, 5994], ['GOP', 43.0, 4671], ['Lib', 1.2, 134], ['Grn', 0.7, 74]]",democrat
471,Texas,Franklin,"[['GOP', 75.6, 3139], ['Dem', 21.7, 901], ['Lib', 2.0, 83], ['Grn', 0.7, 29]]",republican
472,Texas,Navarro,"[['GOP', 68.2, 10192], ['Dem', 29.3, 4379], ['Lib', 1.7, 253], ['Grn', 0.8, 114]]",republican
473,Texas,Hays,"[['GOP', 51.9, 30129], ['Dem', 42.5, 24718], ['Lib', 4.2, 2444], ['Grn', 1.4, 812]]",republican
474,Texas,Henderson,"[['GOP', 73.5, 20093], ['Dem', 24.2, 6605], ['Lib', 1.7, 467], ['Grn', 0.6, 174]]",republican
475,Texas,Bexar,"[['Dem', 50.5, 255775], ['GOP', 46.4, 235133], ['Lib', 2.1, 10486], ['Grn', 1.0, 5244]]",democrat
476,Texas,Sabine,"[['GOP', 76.7, 3407], ['Dem', 20.6, 916], ['Lib', 1.6, 71], ['Grn', 1.0, 46]]",republican
477,Texas,Clay,"[['GOP', 78.7, 3820], ['Dem', 18.7, 910], ['Lib', 1.9, 90], ['Grn', 0.7, 35]]",republican
478,Texas,Carson,"[['GOP', 85.2, 2333], ['Dem', 12.3, 336], ['Lib', 2.0, 54], ['Grn', 0.6, 16]]",republican
479,Texas,San Augustine,"[['GOP', 61.9, 2196], ['Dem', 35.4, 1256], ['Lib', 1.8, 63], ['Grn', 0.9, 33]]",republican
480,Texas,Kaufman,"[['GOP', 69.8, 23896], ['Dem', 27.9, 9569], ['Lib', 1.6, 565], ['Grn', 0.7, 228]]",republican
481,Texas,Polk,"[['GOP', 71.2, 13209], ['Dem', 26.3, 4883], ['Lib', 1.7, 315], ['Grn', 0.9, 158]]",republican
482,Texas,Bosque,"[['GOP', 76.7, 5549], ['Dem', 20.4, 1477], ['Lib', 2.1, 150], ['Grn', 0.8, 56]]",republican
483,Texas,Schleicher,"[['GOP', 75.6, 742], ['Dem', 22.1, 217], ['Lib', 1.6, 16], ['Grn', 0.7, 7]]",republican
484,Texas,Palo Pinto,"[['GOP', 75.6, 6952], ['Dem', 21.4, 1963], ['Lib', 2.2, 201], ['Grn', 0.8, 76]]",republican
485,Texas,Webb,"[['Dem', 64.0, 30431], ['GOP', 31.4, 14943], ['Lib', 2.7, 1272], ['Grn', 1.8, 876]]",democrat
486,Texas,Hockley,"[['GOP', 76.7, 5353], ['Dem', 19.8, 1380], ['Lib', 2.6, 180], ['Grn', 0.9, 63]]",republican
487,Texas,Stephens,"[['GOP', 79.3, 2598], ['Dem', 17.2, 564], ['Lib', 2.5, 82], ['Grn', 0.9, 31]]",republican
488,Texas,Concho,"[['GOP', 78.1, 760], ['Dem', 19.2, 187], ['Lib', 1.4, 14], ['Grn', 1.2, 12]]",republican
489,Texas,Val Verde,"[['Dem', 48.9, 5720], ['GOP', 47.4, 5547], ['Lib', 2.4, 282], ['Grn', 1.2, 145]]",democrat
490,Texas,Brown,"[['GOP', 82.1, 11266], ['Dem', 15.1, 2069], ['Lib', 2.0, 280], ['Grn', 0.8, 104]]",republican
491,Texas,Trinity,"[['GOP', 67.8, 4057], ['Dem', 29.2, 1746], ['Lib', 2.0, 119], ['Grn', 1.0, 62]]",republican
492,Texas,Washington,"[['GOP', 74.0, 10506], ['Dem', 24.0, 3407], ['Lib', 1.5, 214], ['Grn', 0.4, 63]]",republican
493,Texas,Sherman,"[['GOP', 85.8, 855], ['Dem', 11.7, 117], ['Lib', 1.6, 16], ['Grn', 0.8, 8]]",republican
494,Texas,Grayson,"[['GOP', 70.6, 29084], ['Dem', 26.3, 10827], ['Lib', 2.2, 911], ['Grn', 0.9, 387]]",republican
495,Texas,Zavala,"[['Dem', 77.5, 2612], ['GOP', 19.5, 659], ['Lib', 2.0, 66], ['Grn', 1.0, 34]]",democrat
496,Texas,Comal,"[['GOP', 74.9, 37671], ['Dem', 21.8, 10960], ['Lib', 2.4, 1199], ['Grn', 0.9, 459]]",republican
497,Texas,Leon,"[['GOP', 82.0, 5609], ['Dem', 16.4, 1122], ['Lib', 1.2, 83], ['Grn', 0.4, 30]]",republican
498,Texas,Walker,"[['GOP', 61.8, 9203], ['Dem', 34.9, 5196], ['Lib', 2.4, 359], ['Grn', 1.0, 142]]",republican
499,Texas,Kenedy,"[['GOP', 52.0, 79], ['Dem', 44.1, 67], ['Lib', 3.3, 5], ['Grn', 0.7, 1]]",republican
500,Texas,Hunt,"[['GOP', 71.9, 19749], ['Dem', 25.1, 6884], ['Lib', 2.0, 550], ['Grn', 1.0, 267]]",republican
501,Texas,Ochiltree,"[['GOP', 90.6, 2670], ['Dem', 7.8, 230], ['Lib', 1.0, 29], ['Grn', 0.6, 19]]",republican
502,Texas,Swisher,"[['GOP', 69.2, 1538], ['Dem', 28.1, 625], ['Lib', 1.8, 39], ['Grn', 0.9, 20]]",republican
503,Texas,Upton,"[['GOP', 72.7, 845], ['Dem', 24.0, 279], ['Lib', 1.9, 22], ['Grn', 1.5, 17]]",republican
504,Texas,Wilson,"[['GOP', 68.2, 11425], ['Dem', 28.6, 4802], ['Lib', 2.3, 388], ['Grn', 0.9, 147]]",republican
505,Texas,Lipscomb,"[['GOP', 86.6, 986], ['Dem', 11.9, 135], ['Lib', 1.1, 13], ['Grn', 0.4, 5]]",republican
506,Texas,Bell,"[['GOP', 68.8, 78730], ['Dem', 29.1, 33260], ['Lib', 1.6, 1852], ['Grn', 0.5, 549]]",republican
507,Texas,Hale,"[['GOP', 71.4, 6163], ['Dem', 26.1, 2252], ['Lib', 1.8, 153], ['Grn', 0.7, 63]]",republican
508,Texas,Dimmit,"[['Dem', 66.3, 1839], ['GOP', 30.3, 842], ['Lib', 2.5, 69], ['Grn', 0.9, 25]]",democrat
509,Texas,Collingsworth,"[['GOP', 76.9, 845], ['Dem', 20.1, 221], ['Grn', 1.5, 17], ['Lib', 1.5, 16]]",republican
510,Texas,Nacogdoches,"[['GOP', 66.6, 13463], ['Dem', 31.2, 6303], ['Lib', 1.6, 332], ['Grn', 0.6, 126]]",republican
511,Texas,Winkler,"[['GOP', 74.9, 1270], ['Dem', 22.6, 383], ['Lib', 1.7, 29], ['Grn', 0.8, 13]]",republican
512,Texas,Harrison,"[['GOP', 61.0, 15656], ['Dem', 37.3, 9579], ['Lib', 1.2, 311], ['Grn', 0.4, 102]]",republican
513,Texas,Brazoria,"[['GOP', 65.5, 69329], ['Dem', 31.8, 33655], ['Lib', 1.9, 2031], ['Grn', 0.7, 775]]",republican
514,Texas,Harris,"[['GOP', 49.6, 581197], ['Dem', 48.0, 562955], ['Lib', 1.5, 18012], ['Grn', 0.9, 10083]]",republican
515,Texas,Dickens,"[['GOP', 73.8, 715], ['Dem', 24.4, 236], ['Grn', 1.0, 10], ['Lib', 0.8, 8]]",republican
516,Texas,Gillespie,"[['GOP', 78.9, 9790], ['Dem', 17.9, 2227], ['Lib', 2.3, 290], ['Grn', 0.8, 101]]",republican
517,Texas,DeWitt,"[['GOP', 74.3, 4777], ['Dem', 23.1, 1483], ['Lib', 1.9, 125], ['Grn', 0.7, 44]]",republican
518,Texas,Glasscock,"[['GOP', 90.0, 493], ['Dem', 9.5, 52], ['Lib', 0.5, 3], ['Grn', 0.0, 0]]",republican
519,Texas,Pecos,"[['GOP', 62.2, 2472], ['Dem', 35.2, 1399], ['Lib', 1.8, 71], ['Grn', 0.9, 35]]",republican
520,Texas,Wise,"[['GOP', 80.1, 16445], ['Dem', 16.9, 3473], ['Lib', 2.1, 441], ['Grn', 0.9, 183]]",republican
521,Texas,Howard,"[['GOP', 77.1, 3891], ['Dem', 20.4, 1029], ['Lib', 1.8, 92], ['Grn', 0.7, 33]]",republican
522,Texas,Crosby,"[['GOP', 61.7, 1053], ['Dem', 35.8, 611], ['Lib', 1.5, 25], ['Grn', 1.1, 18]]",republican
523,Texas,Baylor,"[['GOP', 73.4, 1090], ['Dem', 22.4, 332], ['Lib', 3.2, 47], ['Grn', 1.1, 16]]",republican
524,Texas,Upshur,"[['GOP', 74.2, 11046], ['Dem', 23.7, 3524], ['Lib', 1.7, 256], ['Grn', 0.5, 70]]",republican
525,Texas,Jasper,"[['GOP', 69.0, 8981], ['Dem', 28.7, 3738], ['Lib', 1.7, 221], ['Grn', 0.6, 80]]",republican
526,Texas,Ellis,"[['GOP', 70.8, 37649], ['Dem', 26.3, 13977], ['Lib', 2.2, 1148], ['Grn', 0.8, 419]]",republican
527,Texas,Brazos,"[['GOP', 66.6, 36780], ['Dem', 29.7, 16369], ['Lib', 2.9, 1628], ['Grn', 0.8, 429]]",republican
528,Texas,Nolan,"[['GOP', 67.0, 2997], ['Dem', 29.3, 1309], ['Lib', 2.5, 112], ['Grn', 1.2, 55]]",republican
529,Texas,Limestone,"[['GOP', 67.2, 4992], ['Dem', 31.0, 2302], ['Lib', 1.2, 87], ['Grn', 0.7, 53]]",republican
530,Texas,Matagorda,"[['GOP', 63.8, 7520], ['Dem', 33.8, 3986], ['Lib', 1.7, 196], ['Grn', 0.8, 90]]",republican
531,Texas,Refugio,"[['GOP', 59.1, 1551], ['Dem', 38.7, 1015], ['Lib', 1.3, 34], ['Grn', 1.0, 26]]",republican
532,Texas,Comanche,"[['GOP', 76.4, 3676], ['Dem', 21.1, 1015], ['Lib', 1.7, 82], ['Grn', 0.7, 36]]",republican
533,Texas,Shelby,"[['GOP', 67.6, 6021], ['Dem', 30.6, 2728], ['Lib', 1.2, 110], ['Grn', 0.6, 50]]",republican
534,Texas,Orange,"[['GOP', 72.6, 21866], ['Dem', 25.1, 7562], ['Lib', 1.7, 520], ['Grn', 0.6, 175]]",republican
535,Texas,Cottle,"[['GOP', 69.9, 464], ['Dem', 25.0, 166], ['Lib', 4.7, 31], ['Grn', 0.5, 3]]",republican
536,Texas,Coryell,"[['GOP', 66.0, 10748], ['Dem', 30.5, 4969], ['Lib', 2.7, 432], ['Grn', 0.8, 138]]",republican
537,Texas,Sutton,"[['GOP', 75.8, 1081], ['Dem', 23.1, 329], ['Lib', 0.7, 10], ['Grn', 0.4, 6]]",republican
538,Texas,Freestone,"[['GOP', 71.5, 5235], ['Dem', 26.3, 1927], ['Lib', 1.5, 110], ['Grn', 0.7, 48]]",republican
539,Texas,Real,"[['GOP', 78.1, 1159], ['Dem', 18.7, 278], ['Lib', 2.0, 30], ['Grn', 1.1, 17]]",republican
540,Texas,Crockett,"[['GOP', 66.0, 883], ['Dem', 30.2, 404], ['Lib', 2.6, 35], ['Grn', 1.1, 15]]",republican
541,Texas,Fisher,"[['GOP', 61.9, 975], ['Dem', 35.5, 559], ['Lib', 1.9, 30], ['Grn', 0.6, 10]]",republican
542,Texas,Willacy,"[['Dem', 58.0, 2714], ['GOP', 38.0, 1780], ['Lib', 2.2, 105], ['Grn', 1.7, 80]]",democrat
543,Texas,Wichita,"[['GOP', 70.3, 27878], ['Dem', 26.6, 10541], ['Lib', 2.1, 844], ['Grn', 1.0, 400]]",republican
544,Texas,Waller,"[['GOP', 58.4, 9139], ['Dem', 40.1, 6278], ['Lib', 1.1, 169], ['Grn', 0.5, 76]]",republican
545,Texas,Collin,"[['GOP', 64.2, 188101], ['Dem', 32.8, 96078], ['Lib', 2.3, 6712], ['Grn', 0.7, 2000]]",republican
546,Texas,Bastrop,"[['GOP', 52.7, 12708], ['Dem', 42.5, 10240], ['Lib', 3.5, 851], ['Grn', 1.3, 321]]",republican
547,Texas,Morris,"[['GOP', 54.2, 2684], ['Dem', 43.5, 2154], ['Lib', 1.7, 82], ['Grn', 0.6, 30]]",republican
548,Texas,Wheeler,"[['GOP', 85.4, 1744], ['Dem', 13.0, 266], ['Lib', 0.8, 17], ['Grn', 0.7, 14]]",republican
549,Texas,Garza,"[['GOP', 81.0, 1208], ['Dem', 16.8, 250], ['Lib', 1.9, 28], ['Grn', 0.3, 5]]",republican
550,Texas,Falls,"[['GOP', 59.5, 3139], ['Dem', 38.5, 2032], ['Lib', 1.3, 70], ['Grn', 0.7, 36]]",republican
551,Texas,Hemphill,"[['GOP', 86.0, 1256], ['Dem', 12.3, 179], ['Lib', 1.4, 21], ['Grn', 0.3, 5]]",republican
552,Texas,Galveston,"[['GOP', 61.3, 66455], ['Dem', 36.1, 39115], ['Lib', 1.8, 1999], ['Grn', 0.8, 849]]",republican
553,Texas,Lamb,"[['GOP', 74.7, 2978], ['Dem', 22.9, 911], ['Lib', 2.1, 82], ['Grn', 0.4, 14]]",republican
554,Texas,Tyler,"[['GOP', 73.4, 5443], ['Dem', 24.5, 1816], ['Lib', 1.6, 118], ['Grn', 0.6, 41]]",republican
555,Texas,Red River,"[['GOP', 63.0, 3069], ['Dem', 34.6, 1685], ['Lib', 1.7, 82], ['Grn', 0.8, 38]]",republican
556,Texas,Parker,"[['GOP', 80.3, 37875], ['Dem', 17.1, 8072], ['Lib', 1.9, 890], ['Grn', 0.7, 342]]",republican
557,Texas,Jefferson,"[['Dem', 51.1, 44429], ['GOP', 47.5, 41309], ['Lib', 1.0, 837], ['Grn', 0.4, 331]]",democrat
558,Texas,Gray,"[['GOP', 85.1, 6238], ['Dem', 12.8, 941], ['Lib', 1.3, 93], ['Grn', 0.7, 54]]",republican
559,Texas,Irion,"[['GOP', 80.8, 622], ['Dem', 15.5, 119], ['Lib', 2.3, 18], ['Grn', 1.4, 11]]",republican
560,Texas,Newton,"[['GOP', 62.9, 3716], ['Dem', 34.0, 2006], ['Lib', 2.2, 130], ['Grn', 0.9, 56]]",republican
561,Texas,Denton,"[['GOP', 64.2, 152786], ['Dem', 32.1, 76365], ['Lib', 2.6, 6259], ['Grn', 1.0, 2416]]",republican
562,Texas,Madison,"[['GOP', 72.5, 2909], ['Dem', 25.9, 1040], ['Lib', 1.2, 48], ['Grn', 0.3, 13]]",republican
563,Texas,Rusk,"[['GOP', 63.1, 11548], ['Dem', 35.7, 6526], ['Lib', 0.9, 156], ['Grn', 0.4, 74]]",republican
564,Tennessee,Houston,"[['GOP', 55.4, 1558], ['Dem', 40.0, 1125], ['Ind', 1.4, 39], ['Grn', 0.9, 26], ['CST', 0.7, 20], ['Ind', 0.4, 12], ['Ind', 0.4, 11], ['Ind', 0.4, 10], ['Ind', 0.4, 10]]",republican
565,Tennessee,Robertson,"[['GOP', 72.6, 17721], ['Dem', 22.9, 5584], ['Grn', 1.2, 293], ['CST', 1.0, 256], ['Ind', 0.8, 202], ['Ind', 0.4, 101], ['Ind', 0.4, 94], ['Ind', 0.4, 89], ['Ind', 0.3, 74]]",republican
566,Tennessee,White,"[['GOP', 70.0, 6034], ['Dem', 24.5, 2111], ['Ind', 1.2, 107], ['Grn', 1.1, 98], ['CST', 1.1, 95], ['Ind', 0.7, 57], ['Ind', 0.5, 42], ['Ind', 0.4, 38], ['Ind', 0.4, 32]]",republican
567,Tennessee,Carter,"[['GOP', 79.2, 14869], ['Dem', 16.5, 3103], ['Grn', 1.2, 230], ['Ind', 1.0, 181], ['CST', 1.0, 180], ['Ind', 0.4, 72], ['Ind', 0.3, 49], ['Ind', 0.3, 49], ['Ind', 0.2, 38]]",republican
568,Tennessee,Henry,"[['GOP', 67.9, 7929], ['Dem', 28.0, 3269], ['Ind', 1.2, 139], ['Grn', 1.1, 123], ['CST', 0.6, 69], ['Ind', 0.4, 51], ['Ind', 0.4, 45], ['Ind', 0.3, 30], ['Ind', 0.2, 29]]",republican
569,Tennessee,Claiborne,"[['GOP', 76.5, 7219], ['Dem', 19.2, 1808], ['Grn', 0.9, 85], ['Ind', 0.9, 84], ['CST', 0.8, 76], ['Ind', 0.6, 56], ['Ind', 0.5, 51], ['Ind', 0.4, 37], ['Ind', 0.3, 25]]",republican
570,Tennessee,Wayne,"[['GOP', 78.9, 3889], ['Dem', 17.7, 872], ['Grn', 0.8, 40], ['Ind', 0.8, 37], ['CST', 0.6, 30], ['Ind', 0.4, 19], ['Ind', 0.3, 16], ['Ind', 0.3, 15], ['Ind', 0.2, 12]]",republican
571,Tennessee,Montgomery,"[['GOP', 60.2, 30828], ['Dem', 34.7, 17799], ['Grn', 1.6, 794], ['Ind', 1.0, 502], ['CST', 0.9, 462], ['Ind', 0.4, 226], ['Ind', 0.4, 213], ['Ind', 0.4, 206], ['Ind', 0.4, 191]]",republican
572,Tennessee,Lawrence,"[['GOP', 73.5, 9867], ['Dem', 23.2, 3120], ['Grn', 0.8, 111], ['Ind', 0.8, 102], ['CST', 0.6, 83], ['Ind', 0.4, 53], ['Ind', 0.3, 37], ['Ind', 0.2, 32], ['Ind', 0.2, 28]]",republican
573,Tennessee,Grundy,"[['GOP', 63.6, 2438], ['Dem', 32.9, 1260], ['Grn', 1.0, 39], ['CST', 0.6, 23], ['Ind', 0.5, 19], ['Ind', 0.4, 17], ['Ind', 0.4, 15], ['Ind', 0.4, 15], ['Ind', 0.2, 9]]",republican
574,Tennessee,Maury,"[['GOP', 62.7, 19984], ['Dem', 32.1, 10238], ['Ind', 1.9, 620], ['Grn', 1.1, 335], ['CST', 0.8, 263], ['Ind', 0.4, 133], ['Ind', 0.3, 101], ['Ind', 0.3, 91], ['Ind', 0.3, 90]]",republican
575,Tennessee,Crockett,"[['GOP', 73.9, 3622], ['Dem', 23.4, 1148], ['Ind', 0.6, 27], ['Ind', 0.6, 27], ['CST', 0.4, 20], ['Grn', 0.4, 19], ['Ind', 0.3, 17], ['Ind', 0.2, 11], ['Ind', 0.2, 8]]",republican
576,Tennessee,Knox,"[['GOP', 69.9, 111474], ['Dem', 23.4, 37268], ['Grn', 3.6, 5697], ['Ind', 1.1, 1711], ['CST', 1.0, 1584], ['Ind', 0.4, 629], ['Ind', 0.2, 395], ['Ind', 0.2, 382], ['Ind', 0.2, 373]]",republican
577,Tennessee,Monroe,"[['GOP', 75.7, 11832], ['Dem', 20.4, 3182], ['Grn', 0.9, 141], ['CST', 0.9, 134], ['Ind', 0.8, 127], ['Ind', 0.6, 98], ['Ind', 0.3, 49], ['Ind', 0.3, 41], ['Ind', 0.2, 28]]",republican
578,Tennessee,Cannon,"[['GOP', 70.3, 3198], ['Dem', 23.9, 1088], ['Grn', 2.0, 92], ['CST', 1.1, 50], ['Ind', 0.9, 43], ['Ind', 0.7, 30], ['Ind', 0.5, 21], ['Ind', 0.3, 15], ['Ind', 0.3, 12]]",republican
579,Tennessee,Unicoi,"[['GOP', 75.9, 4935], ['Dem', 19.1, 1244], ['Grn', 1.4, 91], ['CST', 1.1, 71], ['Ind', 0.8, 53], ['Ind', 0.5, 34], ['Ind', 0.4, 25], ['Ind', 0.4, 24], ['Ind', 0.3, 22]]",republican
580,Tennessee,Giles,"[['GOP', 66.0, 6492], ['Dem', 29.7, 2923], ['Grn', 1.1, 107], ['Ind', 0.8, 80], ['CST', 0.8, 78], ['Ind', 0.5, 50], ['Ind', 0.4, 38], ['Ind', 0.4, 37], ['Ind', 0.3, 32]]",republican
581,Tennessee,Hardeman,"[['GOP', 53.5, 4784], ['Dem', 41.5, 3711], ['Ind', 1.4, 129], ['CST', 0.8, 70], ['Grn', 0.8, 70], ['Ind', 0.6, 54], ['Ind', 0.5, 48], ['Ind', 0.5, 46], ['Ind', 0.3, 27]]",republican
582,Tennessee,Overton,"[['GOP', 67.8, 4369], ['Dem', 27.9, 1796], ['Grn', 1.1, 71], ['CST', 1.0, 65], ['Ind', 0.7, 45], ['Ind', 0.5, 35], ['Ind', 0.3, 22], ['Ind', 0.3, 21], ['Ind', 0.3, 21]]",republican
583,Tennessee,Loudon,"[['GOP', 80.2, 17008], ['Dem', 15.4, 3274], ['Grn', 1.5, 328], ['Ind', 1.1, 226], ['CST', 0.7, 144], ['Ind', 0.3, 65], ['Ind', 0.3, 63], ['Ind', 0.3, 57], ['Ind', 0.3, 55]]",republican
584,Tennessee,Weakley,"[['GOP', 67.6, 8007], ['Dem', 27.7, 3275], ['Ind', 1.7, 201], ['Grn', 0.8, 100], ['CST', 0.7, 81], ['Ind', 0.6, 71], ['Ind', 0.3, 41], ['Ind', 0.3, 37], ['Ind', 0.2, 28]]",republican
585,Tennessee,Trousdale,"[['GOP', 63.8, 1612], ['Dem', 31.5, 797], ['CST', 1.5, 37], ['Grn', 1.0, 26], ['Ind', 0.8, 19], ['Ind', 0.5, 12], ['Ind', 0.4, 9], ['Ind', 0.3, 8], ['Ind', 0.3, 7]]",republican
586,Tennessee,Anderson,"[['GOP', 70.1, 19579], ['Dem', 24.0, 6694], ['Grn', 2.4, 676], ['Ind', 1.1, 307], ['CST', 1.0, 274], ['Ind', 0.5, 134], ['Ind', 0.4, 125], ['Ind', 0.3, 72], ['Ind', 0.2, 60]]",republican
587,Tennessee,Warren,"[['GOP', 67.6, 7902], ['Dem', 27.4, 3207], ['Grn', 1.2, 142], ['CST', 1.2, 137], ['Ind', 0.7, 82], ['Ind', 0.5, 59], ['Ind', 0.5, 57], ['Ind', 0.4, 51], ['Ind', 0.4, 47]]",republican
588,Tennessee,Franklin,"[['GOP', 68.9, 10302], ['Dem', 27.3, 4084], ['Grn', 1.4, 212], ['CST', 0.8, 123], ['Ind', 0.6, 90], ['Ind', 0.3, 40], ['Ind', 0.2, 33], ['Ind', 0.2, 30], ['Ind', 0.2, 29]]",republican
589,Tennessee,Henderson,"[['GOP', 75.3, 7100], ['Dem', 21.0, 1980], ['Ind', 0.9, 84], ['Grn', 0.7, 70], ['CST', 0.7, 64], ['Ind', 0.5, 43], ['Ind', 0.3, 32], ['Ind', 0.3, 29], ['Ind', 0.3, 27]]",republican
590,Tennessee,Perry,"[['GOP', 66.5, 1529], ['Dem', 28.5, 655], ['CST', 1.4, 33], ['Grn', 1.0, 23], ['Ind', 1.0, 23], ['Ind', 0.7, 15], ['Ind', 0.4, 10], ['Ind', 0.3, 6], ['Ind', 0.2, 5]]",republican
591,Tennessee,Sullivan,"[['GOP', 75.7, 43296], ['Dem', 20.5, 11713], ['Grn', 1.1, 606], ['CST', 1.0, 575], ['Ind', 0.8, 434], ['Ind', 0.4, 222], ['Ind', 0.2, 136], ['Ind', 0.2, 116], ['Ind', 0.2, 99]]",republican
592,Tennessee,Clay,"[['GOP', 67.2, 1676], ['Dem', 28.6, 714], ['Grn', 1.0, 24], ['Ind', 0.7, 17], ['Ind', 0.6, 15], ['Ind', 0.6, 15], ['CST', 0.6, 15], ['Ind', 0.5, 12], ['Ind', 0.2, 5]]",republican
593,Tennessee,Roane,"[['GOP', 74.7, 15069], ['Dem', 20.9, 4215], ['Grn', 1.4, 292], ['Ind', 1.0, 193], ['CST', 0.8, 156], ['Ind', 0.4, 71], ['Ind', 0.3, 66], ['Ind', 0.3, 57], ['Ind', 0.3, 56]]",republican
594,Tennessee,Smith,"[['GOP', 68.9, 4400], ['Dem', 26.8, 1714], ['Grn', 1.1, 73], ['CST', 1.0, 66], ['Ind', 0.9, 57], ['Ind', 0.4, 28], ['Ind', 0.3, 22], ['Ind', 0.2, 12], ['Ind', 0.2, 12]]",republican
595,Tennessee,Williamson,"[['GOP', 77.4, 70551], ['Dem', 17.9, 16292], ['Grn', 1.7, 1555], ['Ind', 1.3, 1187], ['CST', 0.9, 788], ['Ind', 0.3, 233], ['Ind', 0.2, 202], ['Ind', 0.2, 184], ['Ind', 0.2, 183]]",republican
596,Tennessee,Johnson,"[['GOP', 77.7, 4456], ['Dem', 17.6, 1009], ['Grn', 1.5, 84], ['CST', 1.0, 56], ['Ind', 0.8, 47], ['Ind', 0.6, 37], ['Ind', 0.3, 20], ['Ind', 0.2, 14], ['Ind', 0.2, 10]]",republican
597,Tennessee,McNairy,"[['GOP', 71.8, 6807], ['Dem', 25.4, 2408], ['CST', 0.8, 80], ['Ind', 0.6, 56], ['Grn', 0.5, 51], ['Ind', 0.3, 25], ['Ind', 0.3, 24], ['Ind', 0.2, 21], ['Ind', 0.1, 11]]",republican
598,Tennessee,Sumner,"[['GOP', 75.2, 46295], ['Dem', 20.5, 12612], ['Grn', 1.4, 856], ['Ind', 0.8, 515], ['CST', 0.8, 499], ['Ind', 0.3, 213], ['Ind', 0.3, 194], ['Ind', 0.3, 178], ['Ind', 0.3, 176]]",republican
