id,perc
01001,86.6
01003,82.6
01005,82.5
01007,84.9
01009,82.4
01011,81.2
01013,84.3
01015,84.0
01017,83.2
01019,83.5
01021,80.8
01023,84.0
01025,84.2
01027,80.7
01029,83.3
01031,83.3
01033,85.5
01035,81.6
01037,82.6
01039,83.0
01041,83.3
01043,81.2
01045,85.1
01047,85.6
01049,77.1
01051,87.7
01053,81.3
01055,83.9
01057,84.5
01059,79.6
01061,80.6
01063,82.9
01065,83.8
01067,82.9
01069,84.1
01071,82.1
01073,85.4
01075,84.0
01077,85.0
01079,81.9
01081,83.9
01083,84.0
01085,84.5
01087,84.1
01089,86.4
01091,84.4
01093,83.8
01095,78.2
01097,83.5
01099,81.6
01101,84.7
01103,82.7
01105,84.1
01107,83.0
01109,82.5
01111,81.2
01113,82.9
01115,85.6
01117,87.9
01119,82.7
01121,85.4
01123,83.9
01125,84.8
01127,84.0
01129,83.9
01131,82.5
01133,83.2
02013,59.9
02016,72.3
02020,81.9
02050,72.2
02060,77.1
02068,77.7
02070,72.7
02090,81.3
02100,69.7
02105,66.6
02110,82.8
02122,76.9
02130,77.1
02150,73.2
02164,68.5
02170,79.2
02180,70.7
02185,74.5
02188,70.3
02220,75.5
02230,74.0
02240,72.5
02261,77.2
02270,71.8
02282,64.5
02290,66.7
04001,76.5
04003,82.2
04005,78.9
04007,80.2
04009,82.3
04011,88.4
04012,72.7
04013,80.2
04015,77.9
04017,78.3
04019,81.2
04021,80.2
04023,75.3
04025,78.0
04027,76.0
05001,82.0
05003,82.7
05005,81.1
05007,82.0
05009,81.7
05011,76.0
05013,80.6
05015,74.3
05017,79.1
05019,82.4
05021,79.6
05023,79.6
05025,81.6
05027,81.2
05029,81.2
05031,81.2
05033,79.4
05035,83.7
05037,82.8
05039,81.4
05041,81.4
05043,82.3
05045,84.2
05047,81.0
05049,78.0
05051,78.7
05053,83.6
05055,82.3
05057,77.8
05059,82.3
05061,76.1
05063,79.0
05065,78.4
05067,80.7
05069,84.5
05071,77.7
05073,77.1
05075,81.1
05077,80.9
05079,80.6
05081,81.4
05083,81.2
05085,84.3
05087,75.4
05089,79.5
05091,82.6
05093,82.5
05095,80.8
05097,76.3
05099,81.6
05101,77.3
05103,83.7
05105,80.7
05107,82.0
05109,73.6
05111,81.7
05113,76.1
05115,80.1
05117,78.8
05119,82.9
05121,79.4
05123,82.0
05125,84.8
05127,76.2
05129,75.0
05131,78.9
05133,70.4
05135,76.8
05137,76.2
05139,82.2
05141,78.5
05143,79.2
05145,82.0
05147,80.8
05149,75.3
06001,85.6
06003,82.3
06005,84.0
06007,82.8
06009,83.8
06011,75.6
06013,86.0
06015,83.0
06017,86.7
06019,79.7
06021,77.4
06023,79.1
06025,78.7
06027,81.8
06029,79.6
06031,81.2
06033,79.7
06035,87.1
06037,76.3
06039,77.2
06041,88.0
06043,84.4
06045,77.9
06047,79.0
06049,76.6
06051,76.4
06053,75.6
06055,82.3
06057,82.6
06059,81.2
06061,87.2
06063,81.5
06065,78.1
06067,83.1
06069,80.7
06071,79.6
06073,82.1
06075,87.5
06077,80.8
06079,84.2
06081,87.9
06083,78.9
06085,87.4
06087,81.4
06089,82.0
06091,79.3
06093,79.7
06095,85.3
06097,82.8
06099,79.4
06101,79.1
06103,80.7
06105,79.8
06107,78.8
06109,84.0
06111,81.9
06113,83.0
06115,81.6
08001,79.2
08003,80.8
08005,83.6
08007,76.6
08009,72.6
08011,82.8
08013,86.0
08014,89.5
08015,81.8
08017,74.8
08019,87.2
08021,79.9
08023,69.8
08025,80.5
08027,77.2
08029,78.2
08031,81.8
08033,75.5
08035,92.2
08037,77.6
08039,86.6
08041,86.6
08043,83.1
08045,76.3
08047,90.3
08049,81.2
08051,76.3
08053,80.9
08055,79.0
08057,76.3
08059,87.2
08061,79.7
08063,75.6
08065,74.5
08067,81.6
08069,85.9
08071,81.3
08073,81.5
08075,80.6
08077,82.4
08079,82.7
08081,82.0
08083,77.3
08085,77.4
08087,79.4
08089,81.6
08091,79.0
08093,82.3
08095,76.9
08097,81.8
08099,77.6
08101,84.6
08103,83.3
08105,78.7
08107,84.3
08109,69.6
08111,76.6
08113,76.9
08115,78.9
08117,79.0
08119,85.2
08121,81.2
08123,82.9
08125,76.7
09001,86.8
09003,89.7
09005,90.2
09007,91.8
09009,89.3
09011,90.8
09013,92.3
09015,88.7
10001,89.7
10003,90.1
10005,85.9
11001,92.5
12001,80.8
12003,83.0
12005,80.8
12007,81.1
12009,80.0
12011,74.2
12013,79.5
12015,76.7
12017,78.5
12019,83.2
12021,70.1
12023,79.6
12027,62.9
12029,79.4
12031,80.6
12033,81.4
12035,77.8
12037,73.6
12039,77.1
12041,75.6
12043,65.8
12045,77.0
12047,79.8
12049,69.1
12051,66.7
12053,77.7
12055,72.0
12057,79.5
12059,78.5
12061,73.5
12063,82.0
12065,80.0
12067,72.0
12069,78.7
12071,73.0
12073,82.7
12075,73.7
12077,77.6
12079,79.7
12081,75.5
12083,75.8
12085,76.9
12086,66.9
12087,72.5
12089,82.7
12091,80.9
12093,71.2
12095,75.9
12097,73.4
12099,74.6
12101,79.0
12103,78.1
12105,76.2
12107,75.5
12109,84.4
12111,74.4
12113,81.7
12115,76.8
12117,80.6
12119,81.8
12121,75.9
12123,80.5
12125,83.9
12127, 76.0
12129, 82.0
12131, 75.6
