id,perc
01001,89.0
01003,83.9
01005,84.7
01007,86.4
01009,83.5
01011,82.7
01013,85.6
01015,85.8
01017,85.1
01019,85.4
01021,82.3
01023,85.7
01025,84.9
01027,82.2
01029,85.7
01031,85.0
01033,87.0
01035,83.4
01037,84.5
01039,84.6
01041,83.7
01043,83.6
01045,86.2
01047,85.7
01049,79.1
01051,88.5
01053,83.0
01055,85.4
01057,85.4
01059,80.1
01061,82.8
01063,84.9
01065,86.0
01067,84.9
01069,86.5
01071,84.3
01073,87.4
01075,86.0
01077,86.3
01079,83.9
01081,86.6
01083,85.6
01085,85.6
01087,87.0
01089,87.5
01091,86.7
01093,84.6
01095,81.2
01097,85.1
01099,82.3
01101,86.1
01103,83.9
01105,84.7
01107,85.7
01109,84.8
01111,83.2
01113,85.2
01115,86.6
01117,89.4
01119,83.3
01121,86.5
01123,85.7
01125,87.8
01127,84.8
01129,84.9
01131,83.7
01133,83.7
02013,60.7
02016,74.8
02020,83.3
02050,74.0
02060,78.3
02068,79.1
02070,74.6
02090,83.4
02100,75.5
02105,70.3
02110,82.6
02122,79.1
02130,78.9
02150,75.2
02164,70.0
02170,81.5
02180,72.6
02185,76.7
02188,72.2
02220,75.8
02230,80.5
02240,75.6
02261,79.7
02270,74.4
02282,69.3
02290,68.6
04001,79.0
04003,85.8
04005,81.2
04007,82.4
04009,85.5
04011,89.1
04012,76.0
04013,84.4
04015,80.5
04017,81.4
04019,84.0
04021,85.7
04023,79.3
04025,81.9
04027,80.6
05001,87.1
05003,88.3
05005,86.5
05007,85.8
05009,87.3
05011,81.9
05013,87.1
05015,81.0
05017,85.7
05019,87.8
05021,85.4
05023,86.1
05025,88.2
05027,86.5
05029,86.6
05031,86.7
05033,85.0
05035,88.1
05037,87.6
05039,86.5
05041,87.0
05043,87.5
05045,87.5
05047,86.5
05049,85.3
05051,84.8
05053,88.9
05055,88.8
05057,83.8
05059,87.1
05061,82.3
05063,86.6
05065,83.4
05067,86.1
05069,88.8
05071,83.4
